0.03333,MOT_mc_bg_black_00,seat100-0,,
3.1330199999999997,1,1-2,,
3.1330199999999997,2,1-2,,
3.1330199999999997,3,1-2,,
3.1330199999999997,4,1-2,,
3.1330199999999997,5,1-2,,
3.49965,MOT_mc_speaker_00,temp4,,
3.49965,MOT_mc_light_under_00,l2,,
3.49965,1,sj2,,
3.49965,2,sj2,,
3.49965,3,sj2,,
3.49965,4,sj2,,
3.49965,5,sj2,,
3.8662799999999997,1,lp2,,
3.8662799999999997,2,lp2,,
3.8662799999999997,3,lp2,,
3.8662799999999997,4,lp2,,
3.8662799999999997,5,lp2,,
6.466019999999999,1,2-3,,
6.466019999999999,2,2-3,,
6.466019999999999,3,2-3,,
6.466019999999999,4,2-3,,
6.466019999999999,5,2-3,,
6.83265,1,sj3,,
6.83265,2,sj3,,
6.83265,3,sj3,,
6.83265,4,sj3,,
6.83265,5,sj3,,
7.19928,1,lp3,,
7.19928,2,lp3,,
7.19928,3,lp3,,
7.19928,4,lp3,,
7.19928,5,lp3,,
9.699029999999999,MOT_mc_bg_black_00,b80-65,,
9.86568,1,sj3,,
9.86568,2,w3,,b-1
9.86568,3,w3,,b-1
9.86568,4,w3,,b-1
9.86568,5,w3,,b-1
10.198979999999999,1,lp3,,
10.198979999999999,2,3-1,,
10.198979999999999,3,3-1,,
10.198979999999999,4,3-1,,
10.198979999999999,5,3-1,,
10.598939999999999,1,,,f1
10.598939999999999,2,w1,,
10.598939999999999,3,w1,,
10.598939999999999,4,w1,,
10.598939999999999,5,w1,,
10.998899999999999,1,3-1,,
11.398859999999999,1,lp1,,
13.46532,1,1-4,,
13.965269999999999,1,sj4,,
14.365229999999999,1,lp4,,
16.931639999999998,1,4-1,,
17.43159,1,sj1,,
17.83155,1,1-4,,
18.23151,1,4-3,,
18.63147,1,lp3,,
18.73146,4,1-2,,
18.964769999999998,2,1-2,,
19.198079999999997,3,1-2,,
19.198079999999997,4,w2,,
19.43139,5,1-2,,
19.43139,2,w2,,
19.63137,3,w2,,
19.86468,5,w2,,
20.29797,1,j3-1,,
20.69793,1,lp1,,
21.76449,1,1-4,,
22.13112,1,4-2,,
22.49775,1,lp2,,
23.830949999999998,1,2-4,,
24.064259999999997,MOT_mc_bg_black_00,b65-45,,
24.064259999999997,MOT_mc_light_up_00,l1,,
24.3309,1,sj4,,
24.3309,2,2-4,,
24.3309,3,2-4,,
24.3309,4,2-4,,
24.3309,5,2-4,,
24.73086,1,lp4,,
24.73086,2,w4,,
24.73086,3,w4,,
24.73086,4,w4,,
24.73086,5,w4,,
27.23061,1,4-3,,
27.730559999999997,1,sj3,,
28.130519999999997,1,lp3,,
29.730359999999997,4,4-3,,
29.730359999999997,5,4-3,,
30.19698,2,4-3,,
30.19698,3,4-3,,
30.49695,1,3-1,,
30.49695,2,3-1,,
30.49695,3,3-1,,
30.49695,4,3-1,,
30.49695,5,3-1,,
31.03023,1,sj1,,
31.03023,2,w1,,
31.03023,3,w1,,
31.03023,4,w1,,
31.03023,5,w1,,
31.43019,1,1-3,,
31.83015,1,lp3,,
34.46322,1,3-4,,
34.46322,2,1-4,,
34.46322,3,1-4,,
34.46322,4,1-4,,
34.46322,5,1-4,,
34.92984,1,w4,,
34.92984,2,w4,,
34.92984,3,w4,,
34.92984,4,w4,,
34.92984,5,w4,,
35.129819999999995,1,4-3,,
35.129819999999995,2,4-3,,
35.129819999999995,3,4-3,,
35.129819999999995,4,4-3,,
35.129819999999995,5,4-3,,
35.59644,1,w3,,
35.59644,2,w3,,
35.59644,3,w3,,
35.59644,4,w3,,
35.59644,5,w3,,
35.72976,1,3-1,,
35.72976,2,3-1,,
35.72976,3,3-1,,
35.72976,4,3-1,,
35.72976,5,3-1,,
36.12972,1,lp1,,
36.12972,2,lp1,,
36.12972,3,lp1,,
36.12972,4,lp1,,
36.12972,5,lp1,,
37.562909999999995,MOT_mc_bg_black_00,b45-80,,
37.82955,2,1-3,,
37.82955,3,1-3,,
37.82955,4,1-3,,
37.82955,5,1-3,,
38.16285,MOT_mc_stage_color_00,b-flash,,
38.19618,2,w3,,
38.19618,3,w3,,
38.19618,4,w3,,
38.19618,5,w3,,
40.362629999999996,1,j1-2,,
40.795919999999995,1,j2-3,,
41.26254,1,sj3,,
41.629169999999995,1,lp3,,
41.89581,1,,r1,
42.56241,1,,r2,
47.328599999999994,1,j3-4,,
47.76189,1,j4-1,,
48.26184,1,sj1,,
48.62847,1,lp1,,
48.9951,1,,rb1,
49.661699999999996,1,,rb0,
50.561609999999995,1,1-3,,
50.9949,1,3-2,,
51.361529999999995,MOT_mc_bg_black_00,b80-45_2,,
51.361529999999995,1,j2-4,,
51.361529999999995,2,j2-4,,
51.361529999999995,3,j2-4,,
51.361529999999995,4,j2-4,,
51.361529999999995,5,j2-4,,
51.361529999999995,2,3-4,,
51.361529999999995,3,3-4,,
51.361529999999995,4,3-4,,
51.361529999999995,5,3-4,,
51.6615,MOT_mc_stage_color_00,b-flash,,
51.6615,MOT_mc_light_up_00,l2,,
51.86148,1,j4-2,,
51.86148,2,j4-2,,
51.86148,3,j4-2,,
51.86148,4,j4-2,,
51.86148,5,j4-2,,
52.29477,1,sj2,,
52.29477,2,sj2,,
52.29477,3,sj2,,
52.29477,4,sj2,,
52.29477,5,sj2,,
52.72806,1,lp2,,
52.72806,2,lp2,,
52.72806,3,lp2,,
52.72806,4,lp2,,
52.72806,5,lp2,,
53.56131,2,2-4,,
53.56131,3,2-4,,
53.56131,4,2-4,,
53.56131,5,2-4,,
53.9946,1,2-3,,
53.9946,2,4-3,,
53.9946,3,4-3,,
53.9946,4,4-3,,
53.9946,5,4-3,,
54.42789,1,lp3,,
54.42789,2,w3,,
54.42789,3,w3,,
54.42789,4,w3,,
54.42789,5,w3,,
54.927839999999996,1,,l1,
54.927839999999996,2,,,
54.927839999999996,3,,,
54.927839999999996,4,,,
54.927839999999996,5,,,
55.361129999999996,1,,,
55.361129999999996,2,,l1,
55.361129999999996,3,,l1,
55.361129999999996,4,,,
55.361129999999996,5,,,
55.794419999999995,1,,,
55.794419999999995,2,,,
55.794419999999995,3,,,
55.794419999999995,4,,l1,
55.794419999999995,5,,l1,
56.261039999999994,1,3-1,,
56.261039999999994,2,3-1,,
56.261039999999994,3,3-1,,
56.261039999999994,4,3-1,,
56.261039999999994,5,3-1,,
56.69433,1,1-4,,
56.69433,2,1-4,,
56.69433,3,1-4,,
56.69433,4,1-4,,
56.69433,5,1-4,,
57.12762,1,lp4,lb0,
57.12762,2,w4,,
57.12762,3,w4,,
57.12762,4,w4,,
57.12762,5,w4,,
57.56091,1,,,
57.56091,2,,lb0,
57.56091,3,,lb0,
57.56091,4,,,
57.56091,5,,,
57.9942,1,,,
57.9942,2,,,
57.9942,3,,,
57.9942,4,,lb0,
57.9942,5,,lb0,
58.294169999999994,1,j4-1,,
58.294169999999994,2,j4-1,,
58.294169999999994,3,j4-1,,
58.294169999999994,4,j4-1,,
58.294169999999994,5,j4-1,,
58.694129999999994,1,1-2,,
58.694129999999994,2,1-2,,
58.694129999999994,3,1-2,,
58.694129999999994,4,1-2,,
58.694129999999994,5,1-2,,
59.12742,1,lp2,,
59.12742,2,w2,,
59.12742,3,w2,,
59.12742,4,w2,,
59.12742,5,w2,,
60.593939999999996,1,,r1,
60.593939999999996,2,,,
60.593939999999996,3,,,
60.593939999999996,4,,,
60.593939999999996,5,,,
61.027229999999996,1,,,
61.027229999999996,2,,r1,
61.027229999999996,3,,r1,
61.027229999999996,4,,,
61.027229999999996,5,,,
61.460519999999995,1,,,
61.460519999999995,2,,,
61.460519999999995,3,,,
61.460519999999995,4,,r1,
61.460519999999995,5,,r1,
61.860479999999995,1,2-3,,
62.260439999999996,1,j3-4,,
62.693729999999995,1,4-1,,
62.693729999999995,2,2-1,,
62.693729999999995,3,2-1,,
62.693729999999995,4,2-1,,
62.693729999999995,5,2-1,,
63.093689999999995,1,lp1,,
63.093689999999995,2,w1,,
63.093689999999995,3,w1,,
63.093689999999995,4,w1,,
63.093689999999995,5,w1,,
63.960269999999994,1,,rb0,
63.960269999999994,2,,,
63.960269999999994,3,,,
63.960269999999994,4,,,
63.960269999999994,5,,,
64.39356,1,,,
64.39356,2,,rb0,
64.39356,3,,rb0,
64.39356,4,,,
64.39356,5,,,
64.82685,1,,,
64.82685,2,,,
64.82685,3,,,
64.82685,4,,rb0,
64.82685,5,,rb0,
65.22681,1,1-2,,
65.22681,2,1-2,,
65.22681,3,1-2,,
65.22681,4,1-2,,
65.22681,5,1-2,,
65.69342999999999,1,2-3,,
65.69342999999999,2,2-3,,
65.69342999999999,3,2-3,,
65.69342999999999,4,2-3,,
65.69342999999999,5,2-3,,
66.12671999999999,1,lp3,,
66.12671999999999,2,w3,,
66.12671999999999,3,w3,,
66.12671999999999,4,w3,,
66.12671999999999,5,w3,,
66.99329999999999,1,sp3-4,,
66.99329999999999,2,sp3-4,,
66.99329999999999,3,sp3-4,,
66.99329999999999,4,sp3-4,,
66.99329999999999,5,sp3-4,,
68.29317,1,sj3,,
68.29317,2,sj3,,
68.29317,3,sj3,,
68.29317,4,sj3,,
68.29317,5,sj3,,
68.72646,1,sj3,,
68.72646,2,sj3,,
68.72646,3,sj3,,
68.72646,4,sj3,,
68.72646,5,sj3,,
69.12642,1,3-1,,
69.12642,2,3-1,,
69.12642,3,3-1,,
69.12642,4,3-1,,
69.12642,5,3-1,,
69.52638,1,1-2,,
69.52638,2,1-2,,
69.52638,3,1-2,,
69.52638,4,1-2,,
69.52638,5,1-2,,
69.89301,1,lp2,,
69.89301,2,w2,,
69.89301,3,w2,,
69.89301,4,w2,,
69.89301,5,w2,,
70.72626,1,sp2-3,,
70.72626,2,sp2-3,,
70.72626,3,sp2-3,,
70.72626,4,sp2-3,,
70.72626,5,sp2-3,,
71.75949,1,sj2,,
71.75949,2,sj2,,
71.75949,3,sj2,,
71.75949,4,sj2,,
71.75949,5,sj2,,
72.19278,1,sj2,,
72.19278,2,sj2,,
72.19278,3,sj2,,
72.19278,4,sj2,,
72.19278,5,sj2,,
72.59273999999999,1,lp2,,
72.59273999999999,2,2-4,,
72.59273999999999,3,2-4,,
72.59273999999999,4,2-4,,
72.59273999999999,5,2-4,,
72.95936999999999,2,w4,,
72.95936999999999,3,w4,,
72.95936999999999,4,w4,,
72.95936999999999,5,w4,,
73.39265999999999,1,2-1,,
73.39265999999999,2,4-1,,
73.39265999999999,3,4-1,,
73.39265999999999,4,4-1,,
73.39265999999999,5,4-1,,
73.79262,1,lp1,,
73.79262,2,w1,,
73.79262,3,w1,,
73.79262,4,w1,,
73.79262,5,w1,,
74.35923,1,sj1,,
74.35923,2,sj1,,
74.35923,3,sj1,,
74.35923,4,sj1,,
74.35923,5,sj1,,
74.82585,1,sj1,,
74.82585,2,sj1,,
