id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,537,0,0
2,0,91,,,,0,0
3,3.243243,1,2,2,0,1,0
4,3.243243,2,1,1,0,1,0
5,3.445946,1,2,3,2,0,14
6,3.496622,1,3,4,2,0,14
7,4.054054,1,3,4,2,0,31
8,4.10473,1,4,5,2,0,31
9,4.662162,1,4,5,1,0,16
10,4.712838,1,3,4,1,0,16
11,5.27027,1,3,4,1,0,17
12,5.320946,1,2,3,1,0,17
13,5.878378,1,1,2,0,1,0
14,5.878378,2,1,1,0,1,0
15,6.081081,1,2,3,0,0,0
16,6.283784,1,3,4,0,0,0
17,6.689189,1,3,2,2,0,18
18,6.739865,1,4,3,2,0,18
19,7.297297,1,4,3,2,0,19
20,7.347973,1,5,4,2,0,19
21,7.905405,1,4,4,2,0,20
22,7.956081,1,5,5,2,0,20
23,8.513514,2,4,2,0,1,0
24,8.513514,2,2,4,0,1,0
25,9.121622,1,4,2,1,1,0
26,9.121622,1,2,4,2,1,0
27,9.72973,1,1,1,0,0,0
28,10.337838,1,1,1,0,0,0
29,10.439189,1,1,1,0,0,0
30,10.540541,1,5,5,0,0,0
31,10.945946,1,3,3,0,0,0
32,11.351351,1,5,5,0,1,0
33,11.351351,2,1,1,0,1,0
34,11.756757,1,4,5,0,1,0
35,11.756757,2,1,1,0,1,0
36,11.959459,2,1,1,0,0,0
37,12.162162,1,5,5,0,0,0
38,12.364865,2,1,1,0,0,0
39,12.567568,1,4,5,0,0,0
40,12.972973,1,5,5,0,1,0
41,12.972973,2,1,2,0,1,0
42,13.175676,1,5,4,0,0,0
43,13.378378,1,4,3,0,1,0
44,13.378378,2,1,2,0,1,0
45,13.581081,1,3,4,0,1,0
46,13.581081,2,1,2,0,1,0
47,13.986486,2,1,2,0,0,0
48,14.189189,1,4,3,0,0,0
49,14.391892,1,5,4,0,0,0
50,14.594595,1,5,5,0,1,0
51,14.594595,2,1,3,0,1,0
52,15,1,4,5,0,1,0
53,15,2,1,3,0,1,0
54,15.202703,2,1,3,0,0,0
55,15.405405,1,5,5,0,0,0
56,15.608108,2,1,3,0,0,0
57,15.810811,1,4,5,0,1,0
58,15.810811,1,1,2,0,1,0
59,16.216216,1,4,5,0,1,0
60,16.216216,2,1,1,0,1,0
61,16.418919,1,3,4,0,0,0
62,16.621622,1,2,3,0,1,0
63,16.621622,2,1,1,0,1,0
64,16.824324,1,3,4,0,1,0
65,16.824324,2,1,1,0,1,0
66,17.22973,2,1,1,0,0,0
67,17.432432,1,4,3,0,1,0
68,17.432432,1,1,1,0,1,0
69,17.635135,1,5,4,0,1,0
70,17.635135,1,1,2,0,1,0
71,17.837838,1,5,5,0,1,0
72,17.837838,2,1,2,0,1,0
73,18.243243,1,4,5,0,1,0
74,18.243243,2,1,2,0,1,0
75,18.445946,2,1,2,0,0,0
76,18.648649,1,5,5,0,0,0
77,18.851351,2,1,2,0,0,0
78,19.054054,1,2,3,0,1,0
79,19.054054,1,1,1,0,1,0
80,19.256757,1,3,4,0,0,0
81,19.459459,1,4,5,0,1,0
82,19.459459,2,1,1,0,1,0
83,19.864865,1,4,3,0,1,0
84,19.864865,2,1,1,0,1,0
85,20.067568,2,1,1,0,0,0
86,20.27027,1,3,4,0,0,0
87,20.472973,2,1,1,0,0,0
88,20.675676,1,2,3,0,1,0
89,20.675676,1,1,2,0,1,0
90,21.081081,2,4,4,0,1,0
91,21.081081,2,1,1,0,1,0
92,21.486486,2,1,1,0,0,0
93,21.689189,2,1,1,0,0,0
94,21.891892,2,4,4,0,0,0
95,22.094595,2,1,1,0,0,0
96,22.297297,1,4,3,0,0,0
97,22.5,1,4,5,0,1,0
98,22.5,1,1,1,0,1,0
99,22.905405,2,4,4,0,1,0
100,22.905405,1,1,1,0,1,0
101,23.310811,1,1,1,0,0,0
102,23.513514,2,4,4,0,0,0
103,23.918919,1,3,3,0,0,0
104,24.121622,1,4,4,0,0,0
105,24.324324,1,5,5,0,0,0
106,24.72973,1,1,1,0,1,0
107,24.72973,1,4,5,0,1,0
108,25.135135,1,5,5,0,0,0
109,25.540541,1,1,1,0,1,0
110,25.540541,1,4,5,0,1,0
111,25.945946,1,4,5,0,1,0
112,25.945946,1,4,3,0,1,0
113,26.148649,1,3,4,0,1,0
114,26.148649,1,3,2,0,1,0
115,26.351351,1,2,3,0,1,0
116,26.351351,1,2,1,0,1,0
117,26.554054,1,3,4,0,1,0
118,26.554054,1,3,2,0,1,0
119,27.162162,1,1,1,0,1,0
120,27.162162,1,5,5,0,1,0
121,27.364865,1,3,3,0,0,0
122,27.567568,1,3,4,0,0,0
123,27.972973,1,5,4,0,1,0
124,27.972973,1,1,1,0,1,0
125,28.378378,1,3,4,0,0,0
126,28.783784,1,1,1,0,1,0
127,28.783784,1,5,4,0,1,0
128,29.189189,1,4,5,0,1,0
129,29.189189,1,4,3,0,1,0
130,29.391892,1,3,4,0,1,0
131,29.391892,1,3,2,0,1,0
132,29.594595,1,2,3,0,1,0
133,29.594595,1,2,1,0,1,0
134,29.797297,1,3,4,0,1,0
135,29.797297,1,3,2,0,1,0
136,30.405405,1,4,3,0,1,0
137,30.405405,1,1,1,0,1,0
138,30.608108,1,5,4,0,0,0
139,30.810811,1,5,5,0,0,0
140,31.216216,1,4,5,0,1,0
141,31.216216,1,1,1,0,1,0
142,31.621622,1,5,5,0,0,0
143,32.027027,1,4,3,0,1,0
144,32.027027,1,1,1,0,1,0
145,32.22973,1,5,4,0,0,0
146,32.432432,1,4,5,0,0,0
147,32.837838,1,3,4,0,1,0
148,32.837838,1,1,1,0,1,0
149,33.243243,1,2,3,0,0,0
150,33.648649,1,1,2,0,1,0
151,33.648649,1,1,1,0,1,0
152,34.054054,1,3,4,0,0,0
153,34.256757,1,1,2,0,0,0
154,34.459459,1,2,1,0,0,0
155,34.662162,1,4,3,0,0,0
156,34.864865,1,4,5,0,0,0
157,35.067568,1,4,4,0,0,0
158,35.27027,1,4,5,0,0,0
159,35.472973,1,1,1,0,1,0
160,35.472973,1,4,3,0,1,0
161,35.878378,2,5,5,0,0,0
162,36.486486,1,5,5,1,1,1
163,36.486486,1,3,2,0,1,0
164,36.537162,1,4,4,1,0,1
165,37.094595,2,1,1,0,0,0
166,37.702703,1,1,1,2,1,2
167,37.702703,1,3,4,0,1,0
168,37.753378,1,2,2,2,0,2
169,37.905405,1,5,5,0,0,0
170,38.108108,1,5,5,0,0,0
171,38.310811,1,1,1,0,0,0
172,38.412162,1,1,1,0,0,0
173,38.513514,1,3,3,0,0,0
174,38.716216,1,1,1,0,0,0
175,38.918919,1,2,2,0,0,0
176,39.121622,1,3,3,0,0,0
177,39.324324,1,5,5,0,0,0
178,39.527027,1,4,4,0,0,0
179,39.932432,1,4,4,0,0,0
180,40.135135,1,5,5,0,0,0
181,40.337838,1,4,4,0,0,0
182,40.945946,1,3,3,0,1,0
183,40.945946,1,5,5,0,1,0
184,41.351351,1,2,2,0,0,0
185,41.756757,1,1,1,0,1,0
186,41.756757,1,5,5,0,1,0
187,42.162162,2,2,2,0,0,0
188,42.567568,1,5,5,0,0,0
189,43.175676,2,2,2,0,0,0
190,43.378378,1,5,5,0,1,0
191,43.378378,1,3,3,0,1,0
192,43.581081,1,2,2,0,0,0
193,43.783784,1,3,4,0,0,0
194,43.986486,1,3,1,0,0,0
195,44.189189,1,5,5,0,0,0
196,44.391892,1,3,4,0,0,0
197,44.797297,1,3,3,0,0,0
198,45,1,3,2,0,1,0
199,45,1,5,5,0,1,0
200,45.405405,1,1,1,0,0,0
201,45.608108,1,2,2,0,0,0
202,45.810811,1,5,5,0,0,0
203,46.013514,1,3,3,0,0,0
204,46.216216,1,3,3,0,0,0
205,46.418919,1,4,4,0,0,0
206,46.621622,1,1,1,0,1,0
207,46.621622,1,5,5,0,1,0
208,46.824324,1,2,2,0,0,0
209,47.432432,1,5,5,0,0,0
210,47.837838,1,3,3,0,0,0
211,48.243243,1,5,5,0,1,0
212,48.243243,1,2,2,0,1,0
213,48.648649,1,1,1,0,0,0
214,49.054054,1,5,5,0,1,0
215,49.054054,1,3,3,0,1,0
216,49.459459,1,1,1,0,0,0
217,49.864865,1,5,5,0,1,0
218,49.864865,1,2,2,0,1,0
219,50.067568,1,3,3,0,0,0
220,50.472973,1,2,2,0,0,0
221,50.675676,2,2,2,0,1,0
222,50.675676,1,5,5,0,1,0
223,51.081081,2,2,2,0,0,0
224,51.131757,1,5,5,1,0,21
225,51.182432,1,4,4,1,0,21
226,51.233108,1,3,3,1,0,21
227,51.891892,1,2,1,0,1,0
228,51.891892,2,5,5,0,1,0
229,52.094595,1,2,2,0,0,0
230,52.5,1,2,3,0,0,0
231,52.905405,1,2,4,0,0,0
232,53.310811,1,2,3,0,1,0
233,53.310811,2,5,5,0,1,0
234,53.513514,2,5,4,0,0,0
235,53.918919,1,2,2,0,0,0
236,54.121622,2,5,4,0,0,0
237,54.324324,1,2,3,0,1,0
238,54.324324,2,5,5,0,1,0
239,54.72973,1,2,1,0,0,0
240,54.932432,2,5,5,0,0,0
241,55.135135,2,2,2,0,1,0
242,55.135135,2,5,4,0,1,0
243,55.945946,2,2,2,0,0,0
244,56.148649,1,2,1,0,0,0
245,56.351351,1,2,2,0,0,0
