0.03333,MOT_mc_bg_black_00,seat100-0,,
2.63307,MOT_mc_light_up_00,l1,,
2.63307,MOT_mc_light_center_00,l1,,
2.63307,MOT_mc_stage_color_00,b,,
2.63307,MOT_mc_light_under_00,l1,,
2.63307,MOT_mc_speaker_00,temp4,,
2.6997299999999997,MOT_mc_bg_black_00,b80-65,,
7.89921,1,j1-3,lw2,
7.89921,2,j1-3,lw2,
7.89921,3,j1-3,lw2,
7.89921,4,j1-3,lw2,
7.89921,5,j1-3,lw2,
7.89921,MOT_mc_speaker_00,temp1,,
8.39916,1,lp3,,
8.39916,2,lp3,,
8.39916,3,lp3,,
8.39916,4,lp3,,
8.39916,5,lp3,,
10.56561,1,j3-2,lwb0,
10.56561,2,j3-2,lwb0,
10.56561,3,j3-2,lwb0,
10.56561,4,j3-2,lwb0,
10.56561,5,j3-2,lwb0,
11.06556,1,lp2,,
11.06556,2,lp2,,
11.06556,3,lp2,,
11.06556,4,lp2,,
11.06556,5,lp2,,
13.26534,4,sj2,l1,
13.26534,5,sj2,r1,
13.331999999999999,MOT_mc_light_up_00,l2,,
13.331999999999999,MOT_mc_stage_color_00,b-flash,,
13.49865,MOT_mc_light_under_00,l2,,
13.76529,1,sj2,,
13.76529,2,sj2,l1,
13.76529,3,sj2,r1,
14.59854,4,sj2,l2,
14.59854,5,sj2,r2,
15.065159999999999,1,sj2,,
15.065159999999999,2,sj2,l2,
15.065159999999999,3,sj2,r2,
15.865079999999999,1,j2-3,,
15.865079999999999,2,j2-3,,
15.865079999999999,3,j2-3,,
15.865079999999999,4,j2-3,,
15.865079999999999,5,j2-3,,
16.36503,1,lp3,,
16.36503,2,lp3,,
16.36503,3,lp3,,
16.36503,4,lp3,,
16.36503,5,lp3,,
17.131619999999998,4,sj3,,
17.131619999999998,5,sj3,,
17.39826,1,hj3,,
17.39826,2,sj3,,
17.39826,3,sj3,,
17.964869999999998,4,j3-4,lwb0,
17.964869999999998,5,j3-4,rwb0,
18.29817,2,j3-4,lwb0,
18.29817,3,j3-4,rwb0,
18.63147,1,j3-4,,
