time,lyrics,size
0,,
17.82 ,You & me,
19.49 ,好きなモノが違う,
22.22 ,ひとりひとり違う,
24.89 ,今日のコーデもほらね？,
27.51 ,ミニワンピでＰｉｎｋ,
30.28 ,デニム系のＢｌｕｅ,
32.97 ,キレイめですＯｒａｎｇｅ,
35.64 ,笑っちゃうくらいだね,
40.07 ,目に見えるトコは似てない,
45.42 ,ぶつかる日もあるけど,
50.83 ,目に見えない夢のベクトル,
56.23 ,同じ高い空↑↑,
60.633,We're the friends!,
62.657,ハートの温度 スゴくアツい,
68.049,おそろいのこの想い,
71.564,We're the friends!,
73.49,悲しみもホホエミも,
77.322,分け合える,
79.939,傍にいる,
82.682,本当の友達さ,
87.663,We're the friends!,
89.647,走り方は違ってても,
94.999,おそろいの場所を目指す,
98.503,We're the friends!,
100.431,上手には言えてない,
104.234,ありがとう,
106.959,心から,
109.671,何度でも伝えたい,
115.567,,
