time,lyrics,size
0,,
19.967,くしゃくしゃに頭かかえて 書いた手紙,
25.5,,
28.883,甘くて苦くてせつない『好き』の気持ち,
34.583,ちゃんと 全部 伝わるかな,
37.867,,
38.35,ふわふわっと憧れ 描いていく,
44.617,空に架かる虹のように,
48.617,いろとりどりの想い,
51.95,君へ 届きますように,
56.1,,
57.685,ねぇ聞いて,
58.633,ステキな恋をしてるの,
62.133,Doki Doki 超えて Baku Baku してるハート,
66.55,Sunshine day 今すぐ伝えたいから,
70.983,Dreaming Dreaming Darling,
73.45,あなたのことを 大好きだから,
77.7,ラブレター受け取ってください,
83.331,,
84.835,ねぇ聞いて,
85.817,ステキな恋をしてるの,
89.317,Doki Doki 超えて Baku Baku してるハート,
93.583,Sunshine day 今すぐ伝えたいから,
98.283,Dreaming Dreaming Darling,
100.617,あなたのことを 大好きだから,
104.867,ラブレター受け取ってください,
110.388,,
