time,lyrics,size
0.00 ,,
16.417 ,カーテン揺らす風が　窓の外からそっと,
22.650 ,教えてくれたのね,
26.183 ,出逢いの時を,
29.633 ,あなたが弾くピアノは　紫陽花に軽く歌い,
36.583 ,立ち止まる　わたしにも,
39.383 ,ポロン　ポロン　ふりそそぐ,
42.857 ,「戻れるの？」,
45.133 ,「今なら大丈夫さ‥。」,
48.433 ,ウソは言わないで !,
51.183 ,ウワサのひと,
54.890 ,,
56.24 ,ノンノン　響いてるのよ,
59.40 ,ギュンギュン　ピュアなハートに,
62.607,ダメ　ダメ　まだ　ダメ,
66.073,流し目だけは,
69.330,いやんいやん　あなたの指が,
72.650,だんだん　激しく動き,
75.873,とき　どき　ドキ　ドキ,
79.140,いたずらなエチュード,
82.883 ,,
95.757,ノンノン　響いてるのよ,
99.250,ギュンギュン　ピュアなハートに,
102.333,ダメ　ダメ　まだ　ダメ,
105.73,流し目だけは,
109.05,いやんいやん　あなたの指が,
112.250,だんだん　激しく動き,
115.557,とき　どき　ドキ　ドキ,
118.583,二人だけエチュード,
122.057,イヤ　イヤ　もう　イヤ,
125.307,いたずらなエチュード,
129.1945,,
