time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Uhoi,1,0
3.915717,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Uhoi,53,0
41.359736,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,106,6
58.867925,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,1,8
60.03491,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,106,14
71.989811,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,100,8
72.289811,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,115,3
72.855849,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,115,3
73.421887,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,115,3
75.746038,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,106,14
90.103019,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,100,8
90.403019,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,115,3
90.969057,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,115,3
91.535094,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,115,3
91.698113,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,1,7
92.0449,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,106,4
95.660377,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,176.6666667,8
96.226415,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,1,7
97.358491,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,106,0
113.207547,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,106,0
114.339623,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Oioi,70,0
115.188679,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Pause,1,0
126.792453,Uhoi,5,Random5,Pink03,Blue01,Pink01,Yellow01,Pink03,,,,,,Bye,360,0
