time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Bye,10,All1,Blue01,,,,,,,,,,Uhoi,5,0
13.125,Oioi,156,All1,Blue01,,,,,,,,,,Oioi,156,0
46.25,Uhoi,156,All1,Blue01,,,,,,,,,,Stop,156,0
46.923077,Oioi,156,All1,Blue01,,,,,,,,,,PPPH,156,0
47.692308,Uhoi,156,All1,Blue01,,,,,,,,,,Stop,156,0
48.461538,Oioi,156,All1,Blue01,,,,,,,,,,PPPH,156,0
49.230769,Uhoi,156,All1,Blue01,,,,,,,,,,Stop,156,0
50,Oioi,156,All1,Blue01,,,,,,,,,,PPPH,156,0
50.769231,Uhoi,156,All1,Blue01,,,,,,,,,,Stop,156,0
51.53846,Oioi,156,All1,Blue01,,,,,,,,,,Oioi,156,0
101.346154,Oioi,156,All1,Blue01,,,,,,,,,,Uhoi,78,0
107.692308,Oioi,156,All1,Blue01,,,,,,,,,,Oioi,156,0
115.192308,Fufu,156,All1,Blue01,,,,,,,,,,Fufu,223,0
116.923077,Oioi,156,All1,Blue01,,,,,,,,,,Oioi,156,0
123.076923,Uhoi,52,All1,Blue01,,,,,,,,,,Uhoi,62,0
125.769231,Oioi,156,All1,Blue01,,,,,,,,,,Oioi,156,0
