time,lyrics,size
0,,
13.435,小さく前ならえ !,
16.14,詰め込んだ気持ちが前にも後ろにも,
21.657,ほら弾け飛びそぅ・・・,
24.574,ホントは飛び出したいっ,
27.151,トキメキの原石,
29.923,準備はもぅ完了,
32.669,無敵ステキ予感Feelin'☆,
35.851,目の前にあるのは未知への扉,
41.038,君も,
41.728,僕も,
42.443,みんな,
43.124,おいでよC'mon!,
45.829,できたてエボリュ～ ! レボリュ～ ! ジェネレーション,
52.341,ハジメマシテ,
54.876,Baby my dream,
56.985,こみあげMelody Start line 楽しすぎ !,
63.425,キュンとしちゃう,
65.785,新しい世界へと,
68.466,cut in して,
72.004,夢がデビューする よろしくっ (はぁい ! ),
75.86,,
80.121,できたてエボリュ～ ! レボリュ～ ! ジェネレーション,
86.672,育てましょう Little my dream,
91.312,突撃Music Making 今だけの,
97.856,胸の温度,
100.136,新しい,
101.544,世界へと,
102.992,cut in して,
106.538,未来デビューだよ よろしくっ (はぁい ! ),
110.312,,
