time,lyrics,size
0,,
4.783,トゥインクル　もっとほしいの,
7.85,トゥインクル　きっとつかむの,
10.9,トゥインクル　ぜんぶアタシの,
13.767,よくばりなツインテール,
16.867,おこづかい　いっぱいあったら（あったら？）,
20.65,何でも買えちゃう（無駄使い…）,
22.983,なのにどうして　大事な夢,
25.967,売ってないの　どこにも,
28.917,好きなことはちゃんと（ちゃんとね）,
31.4,口に出して言いたくなるの（まじだいたん ! ）,
35.217,黙ってたって　伝わらない,
38.1,ワガママでいーじゃん♪,
41.2,,
42.1,セイ　ハロー !,
43.2,サイキョーにラヴリーなフューチャー,
45.733,恋実る季節はもっと先？,
49.25,めっちゃ盛って　めっちゃモテたい,
52.033,気になるアイツに,
54.9,いつかは門限が来るんだ,
57.9,夕焼け　切なくなる前に,
61.233,ちょっとうるっと　リップぬっても,
64.217,言えない　ホントのマイハート,
68.65,さあ　今　素直になって,
71.667,自分にウソつかないで,
75.1,心に浮かんだ未来を信じて,
81.833,感じて !,
82.9,サイコーにハッピーなフィーリング,
85.25,夢も恋もかなえたい未来,
88.617,どりょくはコツコツだけど,
91.783,寝不足ＮＧ,
94.467,さあ　今　大声で言うんだ !,
97.7,下書きにためこんだ想い,
101.133,ちょっとくるっと　髪巻いたら,
104.0,行こうよ　マイウェイ,
107.067,言おうよ　ホントのマイハート,
112.75,,
