time,lyrics,size
0,,
15.567,忘れて来てあげたのよ 自分の傘は,
21.833,雨の日は寄り添って近づけるでしょ,
27.8,公園のチューリップも濡れて咲いてる,
34.067,このチャンス逃したら次はないかも,
39.55,くちびるは 喋るためじゃなく,
46.4,キミのためにキスするために咲いている,
52.633,Kiss me,
53.783,chu chu chu chu chu chu♡lip,
56.15,Kiss me,
57.283,chu chu chu chu chu♡lip,
59.433,はじまりはそっと,
61.95,素Kiss kiss kiss,
65.267,Kiss me,
66.25,chu chu chu chu chu chu♡lip,
68.783,Kiss me,
69.75,chu chu chu chu chu♡lip,
71.8,このあとはもっと,
74.433,skip skip skip,
76.767,…なんてね。,
78.183,,
89.433,くちびるは 喋るためじゃなく,
96.3,キミのためにキスするために咲いている,
102.633,Kiss me,
103.65,chu chu chu chu chu chu♡lip,
105.983,Kiss me,
107.15,chu chu chu chu chu♡lip,
109.3,はじまりはそっと,
111.85,素Kiss kiss kiss,
114.917,Kiss me,
116.117,chu chu chu chu chu chu♡lip,
118.633,Kiss me,
119.617,chu chu chu chu chu♡lip,
121.667,このあとはもっと,
124.3,skip skip skip,
126.633,…なんてね。,
128.017,,
