time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,1,0
2.696629,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Bye,300,0
16.853933,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,150,0
17.359551,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,100,0
18.202247,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,150,0
18.539326,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,150,0
19.550562,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,178,0
24.94382,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,150,0
25.449438,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,100,0
26.207865,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,150,0
47.191011,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,178,0
48.539326,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
49.550562,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,150,0
50.224719,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
59.325843,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,150,0
59.831461,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,150,0
60.505618,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,150,0
62.949438,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,160,0
63.455056,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,178,0
64.129213,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,119,0
65.393258,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,178,0
85.280899,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,178,0
86.629213,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,28,0
88.988764,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,178,0
92.359551,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
92.61236,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,160,0
93.117978,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,178,0
93.792135,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,119,0
94.382022,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,178,0
95.730337,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Fufu,267,0
97.078652,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,178,0
103.146067,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
103.398876,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,160,0
103.904494,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,178,0
104.578652,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,119,0
105.842697,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,178,0
113.258427,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,89,0
114.94382,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,178,0
116.292135,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,89,0
117.640449,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,200,0
117.977528,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,200,0
118.314607,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,200,0
118.651685,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,178,0
121.179775,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,100,0
122.022472,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,130,0
