time,lyrics,size
0,,
5.167,I go! You go! 奇跡を,
7.917,I say! You say! かき鳴らせ,
11.633,夢見るハート セッションしたら…無敵☆,
16.333,Go! Go! Everybody say! イェイ !,
19.067,Go! Go! Everybody say! キュン !,
21.6,Hey! Hey! Hey! Hey!,
24.3,Go! Go! Everybody let's go!,
27.017,キラキラ光が プリズムみたい 駆け出した鼓動が,
32.85,加速してく 何かが変わり始める,
37.567,君と一緒だと 不思議と何もこわくない 未来が,
43.633,ときめいてる どこまでも 行けそう !,
48.25,夢色シグナル キュンと感じているよ,
53.417,この手を伸ばして スペシャルな瞬間 捕まえなきゃ !,
61.25,Ready go! カラフルDays 想いごと,
64.367,跳ねる音符に 飛び乗れ,
66.783,君の笑顔目掛け 飛び込んだら Happy way,
72.167,見せてほしい 見てほしい ありのままの私,
77.383,ねえ ちょっぴり 不安な 時でも,
81.55,奇跡なら ちゃんと来てるよ Yes! Wonder goes on!!,
89.0,,
90.733,Ready go! カラフルDays 想いごと,
94.033,跳ねる音符に 飛び乗れ,
96.383,君の笑顔目掛け 飛び込んだら Happy way,
101.75,見せてほしい 見てほしい ありのままの私,
106.833,ねえ うれしい 楽しい 全部が,
111.217,奇跡だよ 一緒に行こう !  Yes! Wonder goes on!!,
117.45,Hey! Hey! Hey!,
118.55,,
120.1,Yeah! Yeah! Yeah!,
121.283,,
