id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,413,0,0
2,0,91,,,,0,0
3,3.2,1,4,4,0,1,0
4,3.2,2,2,1,0,1,0
5,4,2,2,1,0,0,0
6,4.4,1,3,3,0,0,0
7,4.8,1,3,3,0,1,0
8,4.8,2,3,2,0,1,0
9,5.6,1,4,4,0,1,0
10,5.6,2,3,2,0,1,0
11,6.4,2,4,3,0,1,0
12,6.4,1,4,4,0,1,0
13,7.2,2,4,3,0,0,0
14,7.6,1,4,4,0,0,0
15,7.8,1,5,5,0,0,0
16,8,2,4,5,0,0,0
17,8.8,1,4,4,0,1,0
18,8.8,2,4,5,0,1,0
19,9.2,1,3,3,0,0,0
20,9.6,2,3,4,0,1,0
21,9.6,1,1,1,0,1,0
22,10.4,2,3,4,0,0,0
23,10.8,1,4,4,0,0,0
24,11,1,3,3,0,0,0
25,11.2,2,3,2,0,0,0
26,12,1,3,3,0,1,0
27,12,2,3,2,0,1,0
28,12.4,1,2,2,0,0,0
29,12.8,2,2,1,0,0,0
30,13.6,1,3,3,0,1,0
31,13.6,2,2,1,0,1,0
32,14.4,1,4,4,0,1,0
33,14.4,2,3,2,0,1,0
34,15.2,1,4,5,0,1,0
35,15.2,2,3,2,0,1,0
36,15.4,1,4,3,0,0,0
37,15.6,1,3,4,0,0,0
38,15.8,1,3,2,0,0,0
39,16,2,1,1,0,0,0
40,16.4,1,4,4,0,0,0
41,16.8,1,3,3,0,1,0
42,16.8,2,1,1,0,1,0
43,17.2,1,4,4,0,0,0
44,17.6,1,3,5,0,1,0
45,17.6,2,2,2,0,1,0
46,18,1,3,3,0,0,0
47,18.2,1,3,3,0,0,0
48,18.4,1,5,5,0,1,0
49,18.4,2,2,2,0,1,0
50,18.8,1,3,3,0,0,0
51,19,1,2,2,0,0,0
52,19.2,1,2,4,0,1,0
53,19.2,2,1,1,0,1,0
54,19.6,1,3,3,0,0,0
55,19.8,1,2,2,0,0,0
56,20,1,4,4,0,1,0
57,20,2,1,1,0,1,0
58,20.4,1,4,4,0,0,0
