0.03333,MOT_mc_bg_black_00,seat100-0,,
2.93304,2,1-2,,
3.16635,MOT_mc_speaker_00,temp4,,
3.16635,MOT_mc_stage_color_00,b,,
3.3329999999999997,2,w2,,
4.16625,1,1-2,,
4.56621,3,1-2,,
4.93284,1,w2,,
4.93284,2,w2,,
4.93284,3,w2,,
4.93284,4,w2,,
4.93284,5,w2,,
5.46612,1,,l1,
5.46612,2,,l1,
5.46612,3,,l1,
5.46612,4,,l1,
5.46612,5,,l1,
6.29937,1,,l2,
6.29937,2,,l2,
6.29937,3,,l2,
6.29937,4,,l2,
6.29937,5,,l2,
7.29927,3,2-3,,
7.49925,1,2-3,,
7.6659,2,2-3,,
8.03253,1,w3,,
8.03253,2,w3,,
8.03253,3,w3,,
8.03253,4,w3,,
8.03253,5,w3,,
8.665799999999999,1,,lb1,
8.665799999999999,2,,lb1,
8.665799999999999,3,,lb1,
8.665799999999999,4,,lb1,
8.665799999999999,5,,lb1,
9.49905,1,,lb0,
9.49905,2,,lb0,
9.49905,3,,lb0,
9.49905,4,,lb0,
9.49905,5,,lb0,
10.53228,2,3-1,,
10.73226,1,3-1,,
10.898909999999999,3,3-1,,
11.23221,1,w1,,
11.23221,2,w1,,
11.23221,3,w1,,
11.23221,4,w1,,
11.23221,5,w1,,
11.832149999999999,1,,r1,
11.832149999999999,2,,r1,
11.832149999999999,3,,r1,
11.832149999999999,4,,r1,
11.832149999999999,5,,r1,
12.632069999999999,1,,rb0,
12.632069999999999,2,,rb0,
12.632069999999999,3,,rb0,
12.632069999999999,4,,rb0,
12.632069999999999,5,,rb0,
13.36533,1,1-3,,
13.9986,1,w3,,
14.19858,2,1-4,l1,
14.19858,3,1-4,r1,
14.59854,2,w4,,
14.59854,3,w4,,
14.93184,1,3-4,,
15.365129999999999,1,w4,,
15.365129999999999,2,w4,,
15.365129999999999,3,w4,,
15.365129999999999,4,w4,,
15.365129999999999,5,w4,,
15.39846,2,,l2,
15.665099999999999,3,,r2,
16.03173,2,4-2,,f1
16.26504,MOT_mc_light_up_00,l1,,
16.26504,MOT_mc_bg_black_00,b80-65,,
16.46502,2,lp2,,
18.564809999999998,2,,l3,
19.598039999999997,2,,l4,
20.597939999999998,2,,l5,
21.26454,2,2-3,,
21.6645,2,lp3,,
24.630869999999998,2,,lb4,
25.464119999999998,2,,lb3,
26.264039999999998,2,,lb2,
27.03063,2,,lb1,
