time,lyrics,size
0.00 ,,
14.050 ,誰にだって気付かせない,
16.830 ,私の本当の私 ! とか、なんか,
21.720 ,照れくさくて嫌になる,
25.230 ,心映し出す鏡,
27.990 ,あなただけが持ってる鍵で,
31.620 ,そっと私に会いに来てください,
36.200 ,もっと見ていたい側にいたい,
39.470 ,素直に言えたら,
41.760 ,気付いちゃったよ,
43.461,このキモチの読み方を,
48.205,シャボン玉パチンと消えた,
50.992,その瞬間　私変わった,
53.781,あと数センチの距離が,
56.734,やけに寂しくて,
59.376,強がりと素直を混ぜて,
62.173,あなたに今日も会いに行こう,
64.956,その背中見てるだけで,
67.741,今がカラフルに変わってく,
74.315,,
85.179,シャボン玉パチンと消えた,
88.003,あの瞬間　私変わった,
90.779,あと数センチの距離を,
93.564,もっと　もっと　近くに感じたくて,
100.531,そうか　私、恋してるんだ,
108.805,,
