0.03333,MOT_mc_bg_black_00,b80-45,,
2.7997199999999998,MOT_all,cut1,,
2.83305,MOT_control_all,cut1,,
3.6662999999999997,MOT_mc_stage_color_00,b,,
3.6662999999999997,1,1-4,,
3.6662999999999997,2,1-4,,
3.9662699999999997,1,w4,,
3.9662699999999997,2,w4,,
4.46622,1,4-2,,
4.46622,2,4-2,,
4.86618,1,w2,,
4.86618,2,w2,,
5.46612,1,2-3,r1,
5.46612,2,2-3,l1,
5.83275,1,w3,,
5.83275,2,w3,,
6.49935,1,3-4,r2,
6.49935,2,3-4,l2,
6.89931,1,w4,,
6.89931,2,w4,,
7.96587,1,4-2,r3,
7.96587,2,4-2,l3,
8.29917,1,2-1,,
8.29917,2,2-1,,
8.665799999999999,1,w1,,
8.665799999999999,2,w1,,
8.865779999999999,1,1-2,,
8.865779999999999,2,1-2,,
9.13242,1,2-3,,f1
9.13242,2,w2,,
9.49905,1,lp3,,
9.899009999999999,1,3-1,rb2,
10.23231,1,w1,,
10.23231,2,2-3,,f1
10.598939999999999,2,3-4,lb2,
10.96557,2,4-1,,
11.298869999999999,2,lp1,l3,
11.6655,1,1-2,,f2
11.6655,2,w1,,
12.032129999999999,1,lp2,,
12.26544,1,2-3,r3,
12.632069999999999,1,lp3,,
13.16535,1,3-1,,b1
13.531979999999999,1,lp1,,
13.631969999999999,MOT_all,cut2,,
13.76529,1,1-4,,
13.76529,2,1-4,,
13.865279999999998,MOT_mc_bg_black_00,b45-65,,
13.865279999999998,MOT_control_all,cut1_01,,
14.065259999999999,1,lp4,,
14.065259999999999,2,lp4,,
14.3319,1,,rb0,
14.3319,2,,lb0,
14.49855,MOT_mc_back_00,bg2,,
14.49855,MOT_mc_stage_color_00,scene-in,,
14.49855,MOT_mc_light_center_00,l1_2,,
15.065159999999999,1,,r1,
15.365129999999999,2,,l1,
15.69843,1,,r2,
16.89831,2,,l2,
17.19828,1,,rb1,
17.49825,2,,lb1,
17.79822,1,4-2,rb0,
18.09819,2,4-2,lb0,
18.364829999999998,1,2-3,l1,
18.6648,2,2-3,r1,
18.964769999999998,1,lp3,,
18.964769999999998,2,lp3,,
19.53138,1,3-4,l2,
19.798019999999998,2,3-4,r2,
20.09799,1,4-1,lb1,
20.164649999999998,2,w4,,
20.43129,1,lp1,,
20.43129,2,lp4,,
21.23121,1,1-2,,
21.23121,2,4-2,,
21.56451,1,w2,,
21.56451,2,w2,,
22.397759999999998,1,2-1,,
22.397759999999998,2,2-1,,
22.397759999999998,1,,lb0,
22.397759999999998,2,,rb1,
22.69773,1,lp1,,
22.69773,2,lp1,,
24.19758,1,,r1,
24.19758,2,,rb0,
25.230809999999998,1,,r2,
25.230809999999998,2,,l1,
25.76409,1,,r3,
25.76409,2,,l2,
26.76399,1,1-2,,
26.76399,2,1-2,,
27.13062,1,w2,,
27.13062,2,w2,,
27.53058,MOT_all,cut3,,
27.56391,MOT_control_all,cut0C_01,,
28.03053,1,2-1,,
28.03053,2,2-1,,f1
28.39716,1,w1,,
28.39716,2,lp1,,
29.06376,2,1-4,l3,
29.46372,2,lp4,l4,
30.6636,2,4-3,,
31.03023,2,lp3,,
31.83015,2,3-2,,
32.13012,2,2-4,lb3,
32.49675,2,lp4,,
33.33,2,4-1,,
33.69663,2,lp1,,
34.49655,2,,lb2,
35.36313,2,,lb1,
35.72976,2,1-4,lb0,
36.12972,2,lp4,,
38.46282,MOT_control_all,cut0C_02,,
38.46282,MOT_all,cut4,,
38.69613,1,1-2,,f1
38.69613,2,w4,,
39.02943,1,lp2,,
39.86268,1,2-1,r4,
40.19598,1,lp1,,
41.162549999999996,1,1-3,r5,
41.49585,1,lp3,,
42.395759999999996,1,,rb4,
42.96237,1,3-2,rb3,
43.29567,1,lp2,,
43.92894,1,2-4,rb2,
44.29557,1,lp4,,
