time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,1,0
2.75,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Bye,270,0
10,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,180,0
58.666667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
59.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,180,0
60,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
60.666667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,180,0
61.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
62,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,180,0
62.666667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
63.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,180,0
69.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,180,0
77.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,30,0
79.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
79.833333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,180,0
80.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,180,0
80.833333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,180,0
81.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,180,0
85.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,135,0
86.666667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Fufu,270,0
87.417,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,202.5,0
88,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,180,0
90.666667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,90,0
91.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,180,0
92,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,90,0
92.666667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,180,0
98.666667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,135,0
100,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Fufu,270,0
100.75,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,202.5,0
101.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,180,0
104,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,90,0
104.666667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,180,0
105.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,PPPH,90,0
106.267,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,220,0
107.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,180,0
108,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,35,0
110.5,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,180,0
111.166667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,60,0
113.166667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
113.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,36,0
116.666667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,30,0
118.666667,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
123.333333,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Bye,360,0
