0.03333,MOT_mc_bg_black_00,seat100-0,,
8.69913,1,1-2,,
8.69913,2,1-2,l1,
8.69913,3,1-2,r1,
8.69913,4,1-2,l1,
8.69913,5,1-2,r1,
8.96577,1,lp2,,
8.96577,2,w2,,
8.96577,3,w2,,
8.96577,4,w2,,
8.96577,5,w2,,
8.96577,MOT_mc_speaker_00,temp4,,
8.96577,MOT_mc_stage_color_00,b-flash,,
11.73216,2,2-3,lb0,
11.73216,3,2-3,rb0,
11.9988,2,w3,,
11.9988,3,w3,,
13.19868,4,2-3,lb0,
13.19868,5,2-3,rb0,
13.46532,4,w3,,
13.46532,5,w3,,
14.73186,1,2-4,,
14.9985,1,w4,,
16.23171,2,3-4,,
16.23171,3,3-4,,
16.49835,2,w4,,
16.49835,3,w4,,
17.731559999999998,4,3-4,,
17.731559999999998,5,3-4,,
17.9982,4,w4,,
17.9982,5,w4,,
19.13142,1,4-1,,
19.13142,2,4-1,,
19.13142,3,4-1,,
19.13142,4,4-1,,
19.13142,5,4-1,,
19.46472,1,w1,,
19.46472,2,w1,,
19.46472,3,w1,,
19.46472,4,w1,,
19.46472,5,w1,,
20.73126,1,lp1,,
26.23071,1,1-3,,f1
26.497349999999997,1,lp3,,
26.497349999999997,MOT_mc_light_up_00,l1,,
29.330399999999997,1,3-2,,
29.59704,1,lp2,,
32.296769999999995,1,2-4,,
32.56341,1,lp4,,
35.26314,1,j4-1,,
35.72976,1,lp1,,
38.69613,1,1-3,l1,
38.96277,1,lp3,,
40.22931,1,,l2,
41.69583,1,3-4,lb1,
41.962469999999996,1,lp4,,
43.02903,1,,lb0,
44.22891,1,4-2,,
44.36223,2,1-2,,
44.36223,3,1-2,,
44.49555,4,1-2,,
44.49555,5,1-2,,
45.72876,4,2-3,,
45.72876,5,2-3,,
45.86208,2,2-3,,
45.86208,3,2-3,,
45.9954,1,2-3,,
47.228609999999996,1,3-1,,
47.228609999999996,2,w3,,
47.228609999999996,3,w3,,
47.228609999999996,4,w3,,
47.228609999999996,5,w3,,
47.49525,1,lp1,,
48.9951,1,sj1,,
49.49505,1,lp1,,
51.794819999999994,1,1-4,,
52.06146,1,lp4,,
53.361329999999995,2,3-4,r1,
53.827949999999994,3,3-4,l1,
54.29457,4,3-4,r1,
54.72786,5,3-4,l1,
55.16115,1,4-3,,
55.16115,2,w4,,
55.16115,3,w4,,
55.16115,4,w4,,
55.16115,5,w4,,
55.461119999999994,1,lp3,,
56.994299999999996,1,3-1,,
57.09429,4,4-1,rb0,
57.09429,5,4-1,lb0,
58.42749,2,4-1,rb0,
58.42749,3,4-1,lb0,
58.694129999999994,1,w1,,
58.694129999999994,2,w1,,
58.694129999999994,3,w1,,
58.694129999999994,4,w1,,
58.694129999999994,5,w1,,
59.62737,1,1-2,,
59.894009999999994,1,lp2,,
63.327,1,2-4,,
63.6603,1,lp4,,
63.6603,5,,r1,
63.9936,4,,l1,
64.3269,3,,r1,
64.6602,2,,l1,
64.92684,2,w1,,
64.92684,3,w1,,
64.92684,4,w1,,
64.92684,5,w1,,
66.26004,1,4-3,,
66.52668,1,lp3,,
68.29317,1,3-4,,
68.55981,1,lp4,,
69.95967,2,1-3,lb0,
70.39296,3,1-3,rb0,
70.85958,4,1-3,lb0,
71.3262,5,1-3,rb0,
71.79281999999999,1,4-2,,
71.79281999999999,2,w3,,
71.79281999999999,3,w3,,
71.79281999999999,4,w3,,
71.79281999999999,5,w3,,
72.9927,1,sp2-3,,
73.6593,1,w3,,f2
74.09259,1,3-1,,
74.25923999999999,2,3-1,,
74.35923,MOT_mc_stage_color_00,b-flash,,
74.35923,MOT_mc_light_up_00,l3,,
74.35923,MOT_mc_light_center_00,l1,,
74.35923,MOT_mc_light_under_00,l2,,
74.35923,MOT_mc_bg_black_00,b80-65,,
74.42589,3,3-1,,
74.59254,4,3-1,,
74.75918999999999,5,3-1,,
74.99249999999999,1,w1,,
74.99249999999999,2,w1,,
74.99249999999999,3,w1,,
74.99249999999999,4,w1,,
74.99249999999999,5,w1,,
75.62577,5,1-2,,
75.79241999999999,4,1-2,,
75.95907,3,1-2,,
76.12572,2,1-2,,
76.29236999999999,1,1-2,,
76.52568,1,w2,,
76.52568,2,w2,,
76.52568,3,w2,,
76.52568,4,w2,,
76.52568,5,w2,,
77.25894,1,2-4,,
77.52557999999999,1,lp4,,
77.75889,4,2-3,l1,
78.42549,5,2-3,r1,
79.12541999999999,2,2-3,l1,
79.85867999999999,3,2-3,r1,
80.12532,2,lp3,,
80.12532,3,lp3,,
80.12532,4,lp3,,
80.12532,5,lp3,,
81.59183999999999,1,4-3,,
81.85848,1,lp3,,
83.59164,2,3-2,lb0,
83.59164,3,3-2,rb0,
84.35822999999999,4,3-2,lb0,
84.35822999999999,5,3-2,rb0,
85.09149,1,3-2,,
86.19138,1,2-1,,
86.35803,2,2-1,,
86.52467999999999,3,2-1,,
86.69133,4,2-1,,
86.85798,5,2-1,,
87.09129,1,w1,,
87.09129,2,w1,,
87.09129,3,w1,,
87.09129,4,w1,,
87.09129,5,w1,,
87.6579,5,1-3,,
87.82455,4,1-3,,
87.99119999999999,3,1-3,,
88.15785,2,1-3,,
88.3245,1,1-3,,
88.55780999999999,1,w3,,
88.55780999999999,2,w3,,
88.55780999999999,3,w3,,
88.55780999999999,4,w3,,
88.55780999999999,5,w3,,
89.19108,1,3-1,,
89.65769999999999,1,,r1,
90.39095999999999,1,1-4,rb0,
91.15755,1,,l1,
91.95747,1,4-1,lb0,
92.29077,1,lp1,,
93.52398,1,1-2,,
93.79061999999999,1,lp2,,
94.15724999999999,2,3-2,,
94.82385,3,3-2,,
95.45711999999999,4,3-2,,
96.12371999999999,5,3-2,,
96.45702,4,sp2-3,,
96.45702,5,sp2-3,,
96.55700999999999,2,sp2-3,,
96.55700999999999,3,sp2-3,,
96.657,1,sp2-3,,
97.19028,1,sj3,,
97.3236,2,sj3,,
97.3236,3,sj3,,
97.45692,4,sj3,,
97.45692,5,sj3,,
98.09018999999999,1,3-4,,
98.09018999999999,2,3-4,,
98.09018999999999,3,3-4,,
98.35683,1,lp4,,
98.35683,2,w4,,
98.35683,3,w4,,
98.35683,MOT_mc_light_up_00,l1,,
98.35683,MOT_mc_light_center_00,stay,,
98.35683,MOT_mc_light_under_00,stay,,
98.35683,MOT_mc_bg_black_00,b65-80,,
99.6567,1,4-2,,
99.6567,4,3-4,,
99.6567,5,3-4,,
99.92334,1,lp2,,
99.92334,4,w4,,
99.92334,5,w4,,
101.08989,1,2-4,,
101.08989,2,4-1,r1,
101.35652999999999,1,lp4,,
101.9898,3,4-1,l1,
102.88971,4,4-1,r1,
103.82294999999999,5,4-1,l1,
104.42289,1,4-1,,
104.68952999999999,1,lp1,,
104.68952999999999,2,lp1,,
104.68952999999999,3,lp1,,
104.68952999999999,4,lp1,,
104.68952999999999,5,lp1,,
106.05606,1,1-2,,
106.05606,2,1-2,r2,
106.05606,3,1-2,l2,
106.65599999999999,4,1-2,r2,
106.65599999999999,5,1-2,l2,
106.9893,1,lp2,,
106.9893,2,lp2,,
106.9893,3,lp2,,
106.9893,4,lp2,,
106.9893,5,lp2,,
107.85588,1,2-4,,
108.12252,1,lp4,,
108.58914,2,2-4,rwb0,
109.28907,3,2-4,lwb0,
110.02233,4,2-4,rwb0,
110.72225999999999,5,2-4,lwb0,
111.45551999999999,1,4-3,,
111.58883999999999,2,4-3,,
111.72215999999999,3,4-3,,
111.85548,4,4-3,,
111.9888,5,4-3,,
112.25544,1,lp3,,
112.25544,2,lp3,,
112.25544,3,lp3,,
112.25544,4,lp3,,
112.25544,5,lp3,,
113.48864999999999,1,3-1,,
113.48864999999999,4,3-1,,
113.48864999999999,5,3-1,,
114.75519,2,3-1,,
114.75519,3,3-1,,
115.02183,1,lp1,,
115.02183,2,lp1,,
115.02183,3,lp1,,
115.02183,4,lp1,,
115.02183,5,lp1,,
116.45501999999999,1,j1-2,,
116.95496999999999,1,lp2,,
117.25493999999999,2,1-2,,
118.02153,3,1-2,,
118.75479,4,1-2,,
119.48805,5,1-2,,
119.82135,2,w2,,
119.82135,3,w2,,
119.82135,4,w2,,
119.82135,5,w2,,
123.05435999999999,4,2-3,,
123.18768,2,2-3,,
123.321,1,2-3,,
123.45432,3,2-3,,
123.58764,5,2-3,,
123.75429,MOT_mc_speaker_00,stay,,
123.85427999999999,1,w3,,
123.85427999999999,2,w3,,
123.85427999999999,3,w3,,
123.85427999999999,4,w3,,
123.85427999999999,5,w3,,
