0.03333,MOT_mc_bg_black_00,seat100-0,,
3.36633,1,1-2,,
3.59964,MOT_mc_light_center_00,l1,,
3.59964,MOT_mc_light_under_00,l1,,
3.59964,MOT_mc_stage_color_00,b,,
3.59964,MOT_mc_speaker_00,temp4,,
4.26624,2,1-2,,
4.26624,3,1-2,,
4.93284,4,1-2,,
4.93284,5,1-2,,
6.266039999999999,1,2-3,,
6.266039999999999,2,2-3,,
6.266039999999999,3,2-3,,
6.266039999999999,4,2-3,,
6.266039999999999,5,2-3,,
6.7659899999999995,MOT_mc_light_up_00,l1,,
6.7659899999999995,MOT_mc_stage_color_00,b-r,,
6.8659799999999995,1,,r1,
6.8659799999999995,2,,r1,
6.8659799999999995,3,,r1,
6.8659799999999995,4,,r1,
6.8659799999999995,5,,r1,
7.29927,1,,r2,
7.29927,2,,r2,
7.29927,3,,r2,
7.29927,4,,r2,
7.29927,5,,r2,
7.76589,1,,r3,
7.76589,2,,r3,
7.76589,3,,r3,
7.76589,4,,r3,
7.76589,5,,r3,
8.23251,1,,r4,
8.23251,2,,r4,
8.23251,3,,r4,
8.23251,4,,r4,
8.23251,5,,r4,
9.73236,1,3-2,,
9.73236,2,3-2,,
9.73236,3,3-2,,
9.73236,4,3-2,,
9.73236,5,3-2,,
10.298969999999999,MOT_mc_stage_color_00,r-y,,
10.43229,1,,rb3,
10.43229,2,,rb3,
10.43229,3,,rb3,
10.43229,4,,rb3,
10.43229,5,,rb3,
10.83225,MOT_mc_stage_color_00,y-b,,
10.93224,1,,rb2,
10.93224,2,,rb2,
10.93224,3,,rb2,
10.93224,4,,rb2,
10.93224,5,,rb2,
11.3322,1,,rb1,
11.3322,2,,rb1,
11.3322,3,,rb1,
11.3322,4,,rb1,
11.3322,5,,rb1,
11.36553,MOT_mc_stage_color_00,b-r,,
11.79882,1,,rb0,
11.79882,2,,rb0,
11.79882,3,,rb0,
11.79882,4,,rb0,
11.79882,5,,rb0,
11.932139999999999,MOT_mc_stage_color_00,r-y,,
12.46542,MOT_mc_stage_color_00,y-b,,
12.86538,1,2-3,,
12.86538,2,2-4,,
12.86538,3,2-4,,
12.86538,4,2-1,,
12.86538,5,2-1,,
12.9987,MOT_mc_stage_color_00,b-r,,
14.03193,4,1-3,,
14.03193,5,1-3,,
14.365229999999999,2,4-3,,
14.365229999999999,3,4-3,,
14.565209999999999,1,3-4,,
15.43179,1,4-4,,f1
15.765089999999999,1,hj4,,
15.765089999999999,2,hj3,,
15.765089999999999,3,hj3,,
15.765089999999999,4,hj3,,
15.765089999999999,5,hj3,,
15.79842,MOT_mc_bg_black_00,b80-45,,
15.79842,MOT_mc_stage_color_00,r-flash,,
15.79842,MOT_mc_light_up_00,l2,,
15.79842,MOT_mc_light_center_00,l2,,
15.79842,MOT_mc_speaker_00,temp1,,
16.39836,1,lp4,,
16.39836,2,lp3,,
16.39836,3,lp3,,
16.39836,4,lp3,,
16.39836,5,lp3,,
16.56501,1,,lw2,
16.56501,2,,lw2,
16.56501,3,,lw2,
16.56501,4,,lw2,
16.56501,5,,lw2,
18.364829999999998,1,,lwb0,
18.364829999999998,2,,lwb0,
18.364829999999998,3,,lwb0,
18.364829999999998,4,,lwb0,
18.364829999999998,5,,lwb0,
19.997999999999998,1,,rw2,
19.997999999999998,2,,rw2,
19.997999999999998,3,,rw2,
19.997999999999998,4,,rw2,
19.997999999999998,5,,rw2,
21.631169999999997,1,,rwb0,
21.631169999999997,2,,rwb0,
21.631169999999997,3,,rwb0,
21.631169999999997,4,,rwb0,
21.631169999999997,5,,rwb0,
22.73106,1,,lw2,
22.73106,2,,lw2,
22.73106,3,,lw2,
22.73106,4,,lw2,
22.73106,5,,lw2,
24.56421,1,,lwb0,
24.56421,2,,lwb0,
24.56421,3,,lwb0,
24.56421,4,,lwb0,
24.56421,5,,lwb0,
26.297369999999997,1,,rw2,
26.297369999999997,2,,rw2,
26.297369999999997,3,,rw2,
26.297369999999997,4,,rw2,
26.297369999999997,5,,rw2,
27.96387,1,,rwb0,
27.96387,2,,rwb0,
27.96387,3,,rwb0,
27.96387,4,,rwb0,
27.96387,5,,rwb0,
29.43039,1,4-2,,b0
29.43039,2,3-2,,
29.43039,3,3-2,,
29.43039,4,3-2,,
29.43039,5,3-2,,
29.963669999999997,1,lp2,,
29.963669999999997,2,lp2,,
29.963669999999997,3,lp2,,
29.963669999999997,4,lp2,,
29.963669999999997,5,lp2,,
33.29667,2,2-3,,
33.29667,3,2-3,,
33.79662,1,2-3,,
33.79662,4,2-3,,
33.79662,5,2-3,,
34.263239999999996,1,lp3,,
34.263239999999996,2,lp3,,
34.263239999999996,3,lp3,,
34.263239999999996,4,lp3,,
34.263239999999996,5,lp3,,
36.82965,1,3-4,,
36.82965,2,3-4,,
36.82965,3,3-4,,
36.82965,4,3-4,,
36.82965,5,3-4,,
37.29627,1,lp4,,
37.29627,2,lp4,,
