time,lyrics,size
0,,
3.5,だって何でどうしたモンダイ\n(Selfish Romantic Not childish How's life),
7.133,勝手でもイイじゃないの\n(Oh Selfish Romantic Not childish Your life),
10.55,いっせーので声を上げたら\n(Selfish Romantic Not childish How's life),
14.417,鮮やかに染まる\n(Oh Selfish Sleeping…Go),
17.5,Hi それじゃみんな集合☆ ハイセンスにちゅーもく !,
21.45,退屈なんて No thank you 今日のコーデ超上級っ !,
25.317,ガーリッシュ パンキッシュ 切り取ってみろッ この一瞬,
28.95,好きなように Make 好みはドレ系? Check,
32.267,理解り合えなくても (Hey Yo Come on!),
35.9,変わり者かも、でも (じゃあもうOK?),
39.533,歩みを進めよう (Hey Yo Come on!),
43.183,自由はそこにある,
46.45,あとの主張は全部 キミに任された,
54.183,オトナって何 コドモって何 解き明かせ,
63.5,だって何でどうしたモンダイ\n(Selfish Romantic Not childish How's life),
67.133,待ってたってしょうがないね\n(Oh Selfish Romantic Not childish Your life),
70.6,大抵そんなもんだよなんてさ\n(Selfish Romantic Not childish How's life),
74.417,決定してイイのかな\n(Oh Selfish Romantic Not childish Your life),
78.05,考え続けるほど\n(Bye bye ハロー),
81.133,失いたくない気がしちゃうモノ\n(Bye bye ハロー),
85.317,きっと千差万別キョーミは\n(Selfish Romantic Not childish How's life),
88.95,イロトリドリドル\n(Oh Selfish Sleeping…Go),
92.5,Foo!,
96.1,,
107.367,繋がって 嬉しくなって 見つかって 語り明かして,
110.9,違うけど同じだねって笑えるなら,
114.533,頑張って たまに気取って 手をとって 今を創って,
118.283,のんびりでいいよ 描いてゆこう,
121.917,リトルリドル,
125.033,,
