0.03333,1,lp1,,
0.03333,2,lp1,,
0.03333,3,lp1,,
0.03333,4,lp1,,
0.03333,5,lp1,,
0.8665799999999999,1,j1-4,,
0.8665799999999999,2,j1-4,,
0.8665799999999999,3,j1-4,,
0.8665799999999999,4,j1-4,,
0.8665799999999999,5,j1-4,,
1.53318,1,lp4,,
1.53318,2,lp4,,
1.53318,3,lp4,,
1.53318,4,lp4,,
1.53318,5,lp4,,
1.53318,4,,r1,
1.53318,5,,l1,
1.79982,2,,r1,
1.79982,3,,l1,
1.79982,4,,r2,
1.79982,5,,l2,
4.2329099999999995,1,j4-2,,
4.2329099999999995,2,j4-2,,
4.2329099999999995,3,j4-2,,
4.2329099999999995,4,j4-2,,
4.2329099999999995,5,j4-2,,
4.63287,1,lp2,,
4.63287,2,lp2,,
4.63287,3,lp2,,
4.63287,4,lp2,,
4.63287,5,lp2,,
6.69933,1,,r1,
6.69933,2,,r2,
6.69933,3,,lb0,
6.69933,4,,r3,
6.69933,5,,lb1,
7.29927,1,,rb0,
7.29927,2,,rb1,
7.29927,3,,l1,
7.29927,4,,rb2,
7.29927,5,,l2,
9.43239,1,j2-1,,
9.43239,2,j2-1,,
9.43239,3,j2-1,,
9.43239,4,j2-1,,
9.43239,5,j2-1,,
9.96567,1,lp1,,
9.96567,2,lp1,,
9.96567,3,lp1,,
9.96567,4,lp1,,
9.96567,5,lp1,,
13.9986,1,,l1,
13.9986,2,,rb0,
13.9986,3,,l2,
13.9986,4,,rb1,
13.9986,5,,l3,
14.59854,1,,lb0,
14.59854,2,,r1,
14.59854,3,,lb1,
14.59854,4,,r2,
14.59854,5,,lb2,
16.49835,1,j1-4,,
16.49835,2,j1-4,,
16.49835,3,j1-4,,
16.49835,4,j1-4,,
16.49835,5,j1-4,,
16.96497,1,lp4,,
16.96497,2,lp4,,
16.96497,3,lp4,,
16.96497,4,lp4,,
16.96497,5,lp4,,
16.96497,4,,rb1,
16.96497,5,,lb1,
17.23161,2,,rb0,
17.23161,3,,lb0,
17.23161,4,,rb0,
17.23161,5,,lb0,
18.59814,1,sj4,,
18.59814,2,sj4,,
18.59814,3,sj4,,
18.59814,4,sj4,,
18.59814,5,sj4,,
18.93144,1,lp4,,
18.93144,2,lp4,,
18.93144,3,lp4,,
18.93144,4,lp4,,
18.93144,5,lp4,,
19.46472,1,sj4,,
19.798019999999998,2,sj4,,
19.798019999999998,3,sj4,,
19.798019999999998,1,lp4,,
20.13132,4,sj4,,
20.13132,5,sj4,,
20.13132,2,lp4,,
20.13132,3,lp4,,
20.597939999999998,1,4-2,,
20.597939999999998,2,4-2,,
20.597939999999998,3,4-2,,
20.597939999999998,4,4-2,,
20.597939999999998,5,4-2,,
20.997899999999998,1,lp2,,
20.997899999999998,2,lp2,,
20.997899999999998,3,lp2,,
20.997899999999998,4,lp2,,
20.997899999999998,5,lp2,,
22.06446,1,sj2,,
22.06446,2,sj2,,
22.06446,3,sj2,,
22.06446,4,sj2,,
22.06446,5,sj2,,
22.397759999999998,1,lp2,,
22.397759999999998,2,lp2,,
22.397759999999998,3,lp2,,
22.397759999999998,4,lp2,,
22.397759999999998,5,lp2,,
23.06436,1,2-1,,
23.39766,2,2-1,,
23.39766,3,2-1,,
23.76429,4,2-1,,
23.76429,5,2-1,,
24.16425,1,lp1,,
24.16425,2,lp1,,
24.16425,3,lp1,,
24.16425,4,lp1,,
24.16425,5,lp1,,
25.63077,1,,l1,
25.63077,2,,l1,
25.63077,3,,l1,
25.63077,4,,l1,
25.63077,5,,l1,
28.16385,1,1-2,,
28.16385,2,1-2,,
28.16385,3,1-2,,
28.16385,4,1-2,,
28.16385,5,1-2,,
