0.03333,1,lp1,,
0.03333,2,lp1,,
0.03333,3,lp1,,
0.03333,4,lp1,,
0.03333,5,lp1,,
1.13322,1,j1-3,,
1.13322,2,j1-3,,
1.13322,3,j1-3,,
1.13322,4,j1-3,,
1.13322,5,j1-3,,
1.63317,1,lp3,,
1.63317,2,lp3,,
1.63317,3,lp3,,
1.63317,4,lp3,,
1.63317,5,lp3,,
2.9997,1,,l1,
2.9997,2,,l1,
2.9997,3,,l1,
2.9997,4,,l1,
2.9997,5,,l1,
3.29967,1,,l2,
3.29967,2,,l2,
3.29967,3,,l2,
3.29967,4,,l2,
3.29967,5,,l2,
5.199479999999999,1,sj3,,
5.199479999999999,2,sj3,,
5.199479999999999,3,sj3,,
5.199479999999999,4,sj3,,
5.199479999999999,5,sj3,,
5.53278,1,3-1,,
5.53278,2,3-1,,
5.53278,3,3-1,,
5.53278,4,3-1,,
5.53278,5,3-1,,
5.9994,1,lp1,,
5.9994,2,lp1,,
5.9994,3,lp1,,
5.9994,4,lp1,,
5.9994,5,lp1,,
8.23251,1,,lb1,
8.23251,2,,lb1,
8.23251,3,,lb1,
8.23251,4,,lb1,
8.23251,5,,lb1,
8.53248,1,,lb0,
8.53248,2,,lb0,
8.53248,3,,lb0,
8.53248,4,,lb0,
8.53248,5,,lb0,
8.83245,1,,r1,
8.83245,2,,r1,
8.83245,3,,r1,
8.83245,4,,r1,
8.83245,5,,r1,
10.36563,1,j1-2,,
10.36563,2,j1-2,,
10.36563,3,j1-2,,
10.36563,4,j1-2,,
10.36563,5,j1-2,,
10.898909999999999,1,lp2,,
10.898909999999999,2,lp2,,
10.898909999999999,3,lp2,,
10.898909999999999,4,lp2,,
10.898909999999999,5,lp2,,
12.29877,4,2-4,rb0,
12.29877,5,2-4,rb0,
12.69873,2,2-4,rb0,
12.69873,3,2-4,rb0,
12.69873,4,w4,,
12.69873,5,w4,,
13.09869,1,2-4,rb0,
13.09869,2,w4,,
13.09869,3,w4,,
13.531979999999999,1,lp4,,
13.531979999999999,2,lp4,,
13.531979999999999,3,lp4,,
13.531979999999999,4,lp4,,
13.531979999999999,5,lp4,,
13.6653,2,4-1,,
14.03193,2,w1,,
14.9985,3,4-1,,
15.365129999999999,3,w1,,
16.46502,4,4-1,,
16.83165,4,w1,,
17.89821,5,4-1,,
18.26484,5,w1,,
19.23141,1,4-1,,
19.598039999999997,1,lp1,,
19.598039999999997,2,lp1,,
19.598039999999997,3,lp1,,
19.598039999999997,4,lp1,,
19.598039999999997,5,lp1,,
21.76449,1,1-2,,
21.76449,2,1-2,,
21.76449,3,1-2,,
21.76449,4,1-2,,
21.76449,5,1-2,,
22.231109999999997,1,lp2,,
22.231109999999997,2,lp2,,
22.231109999999997,3,lp2,,
22.231109999999997,4,lp2,,
22.231109999999997,5,lp2,,
24.864179999999998,1,j2-3,,
24.864179999999998,2,j2-3,,
24.864179999999998,3,j2-3,,
24.864179999999998,4,j2-3,,
24.864179999999998,5,j2-3,,
25.53078,1,lp3,,
25.53078,2,lp3,,
25.53078,3,lp3,,
25.53078,4,lp3,,
25.53078,5,lp3,,
27.13062,1,,r1,
27.13062,2,,r1,
27.13062,3,,r1,
27.13062,4,,r1,
27.13062,5,,r1,
27.697229999999998,1,,r2,
27.697229999999998,2,,r2,
27.697229999999998,3,,r2,
27.697229999999998,4,,r2,
27.697229999999998,5,,r2,
28.03053,1,,r3,
28.03053,2,,r3,
28.03053,3,,r3,
28.03053,4,,r3,
28.03053,5,,r3,
30.130319999999998,1,j3-4,,
30.130319999999998,2,j3-4,,
30.130319999999998,3,j3-4,,
30.130319999999998,4,j3-4,,
30.130319999999998,5,j3-4,,
