time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Uhoi,1,0
1,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,177,15
31.186441,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Uhoi,42,1
32.26,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Pause,1,0
33.220339,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,177,15
34.4,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,110,12
34.982837,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
35.32182,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
35.660803,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
35.999786,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
36.338769,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
36.677753,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
37.016736,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
37.355719,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
37.694702,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
38.033685,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
38.372668,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
38.711651,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
39.050634,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
39.389617,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
39.7286,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
40.067583,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
40.406566,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
40.745549,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
41.084532,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
41.423515,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
41.762498,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
42.101481,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
42.440464,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
42.779447,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
43.118431,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
43.457414,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
43.796397,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
44.13538,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
44.474363,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
44.813346,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
45.152329,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
45.491312,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
45.830295,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
51.254024,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
51.593007,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
51.93199,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
52.270973,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
52.609956,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
52.948939,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
53.287922,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
53.626905,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
53.965888,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
54.304871,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,210,4
56.610169,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Uhoi,29.5,14
59.661017,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Uhoi,29.5,15
61.006949,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Uhoi,40,2
67.118644,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Oioi,177,0
89.461525,Uhoi,5,Random3,Purple02,Blue01,Purple02,,,,,,,,Uhoi,59,0
