time,lyrics,size
0,,
1.8,Flip Flop 心がふわっと天に届く,
5.767,みたいなドラマがわたしたちを待っている,
11,,
13.117,Woh Yeah!,
15.784,,
17.45,キラキラがわたしを包む まるでそう !  カーニバルみたい,
25.417,目に写るもの ぜんぶ宝物 ファインダーにこぼれそうなの,
33.45,走り続けて見えるもの すべていまを乗り越えてゆく,
41.417,待つだけじゃもう 手に入れられない ドキドキを知っているの ! !,
49.583,"""新しい""が目白押し ちょっとびっくりするけど",
57.567,あなたとわたしがいる このステージが一番素敵 ! !,
67.883,同じようで 同じじゃない時が,
71.867,ぎゅっとわたしたち繋いで離さない,
75.583,Flip Flop 交わした わたしたちの声と,
79.85,あなたの声が空に舞い上がった,
83.717,Flip Flop 心がふわっと天に届く,
87.933,みたいなドラマがわたしたちをいつでも そう待っている ! !,
96.7,,
98.117,Woh Yeah!,
100.247,,
102.117,Woh Yeah!,
104.517,,
