0.03333,MOT_mc_bg_black_00,seat100-0,,
2.53308,1,j1-2,,f1
2.53308,2,1-3,,
2.53308,3,1-3,,
2.53308,4,1-3,,
2.53308,5,1-3,,
2.6997299999999997,MOT_mc_light_up_00,l1,,
2.6997299999999997,MOT_mc_stage_color_00,b,,
2.6997299999999997,MOT_mc_light_under_00,l1,,
2.6997299999999997,MOT_mc_bg_black_00,b80-65,,
2.6997299999999997,MOT_mc_speaker_00,temp1,,
3.1330199999999997,1,lp2,,
3.1330199999999997,2,lp3,,
3.1330199999999997,3,lp3,,
3.1330199999999997,4,lp3,,
3.1330199999999997,5,lp3,,
5.16615,1,j2-4,,f2
5.16615,2,sj3,l1,b-1
5.16615,3,sj3,r1,b-1
5.16615,4,sj3,l1,b-1
5.16615,5,sj3,r1,b-1
5.3328,MOT_mc_stage_color_00,b-y,,
5.76609,1,lp4,,
5.76609,2,lp3,,
5.76609,3,lp3,,
5.76609,4,lp3,,
5.76609,5,lp3,,
7.76589,1,hj4,,
7.76589,2,sj3,l2,
7.76589,3,sj3,r2,
7.76589,4,sj3,l2,
7.76589,5,sj3,r2,
8.23251,MOT_mc_stage_color_00,y-r,,
8.365829999999999,1,lp4,,
8.365829999999999,2,lp3,,
8.365829999999999,3,lp3,,
8.365829999999999,4,lp3,,
8.365829999999999,5,lp3,,
10.56561,1,j4-3,,f1
10.56561,2,sp2-3,,
10.56561,3,sp2-3,,
10.56561,4,sp2-3,,
10.56561,5,sp2-3,,
10.86558,MOT_mc_light_under_00,l2,,
10.86558,MOT_mc_bg_black_00,b65-45,,
11.16555,1,lp3,,
11.86548,5,j4-2,rwb0,
12.232109999999999,4,j4-2,lwb0,
12.56541,3,j4-2,rwb0,
12.56541,5,w2,,
12.89871,2,j4-2,lwb0,
13.232009999999999,1,hj3,,
13.232009999999999,2,w2,,
13.232009999999999,3,w2,,
13.232009999999999,4,w2,,
13.232009999999999,5,w2,,
13.331999999999999,MOT_mc_light_up_00,l2,,
13.331999999999999,MOT_mc_light_center_00,l1,,
13.331999999999999,MOT_mc_stage_color_00,r-flash,,
13.49865,MOT_mc_light_under_00,l2,,
13.831949999999999,1,lp3,,
15.93174,1,3-2,,
16.26504,4,sj2,,
16.46502,2,sj2,,
16.531679999999998,1,lp2,,
16.665,5,sj2,,
16.89831,3,sj2,,
17.331599999999998,5,sj2,,
17.49825,4,sj2,,
17.6649,2,sj2,,
17.83155,3,sj2,,
18.63147,1,j2-4,,
18.63147,2,w2,,
18.63147,3,w2,,
18.63147,4,w2,,
18.63147,5,w2,,
19.23141,1,lp4,,
19.964669999999998,1,hj4,,
19.964669999999998,2,2-3,,
19.964669999999998,3,2-3,,
19.964669999999998,4,2-3,,
19.964669999999998,5,2-3,,
20.56461,1,lp4,,
21.16455,2,w3,,
21.16455,3,w3,,
21.16455,4,w3,,
21.16455,5,w3,,
21.49785,1,sp2-3,,
21.89781,1,j4-1,,
22.49775,3,sj3,,
22.49775,1,w1,,
22.831049999999998,2,sj3,,
23.13102,5,sj3,,
23.56431,4,sj3,,
23.69763,2,sj3,,
23.830949999999998,5,sj3,,
24.064259999999997,1,lp1,,
24.064259999999997,2,w3,,
24.064259999999997,3,w3,,
24.064259999999997,4,w3,,
24.064259999999997,5,w3,,
25.36413,1,1-3,,
25.897409999999997,1,lp3,,
26.697329999999997,1,hj3,,
27.03063,4,sj3,,
27.36393,3,sj3,,
27.730559999999997,2,sj3,,
27.897209999999998,5,sj3,,
28.23051,2,sj3,,
28.530479999999997,3,sj3,,
28.83045,1,j3-4,,
29.39706,1,lp4,,
29.39706,2,w3,,
29.39706,3,w3,,
29.39706,4,w3,,
29.39706,5,w3,,
29.6637,2,j3-4,,
29.6637,3,j3-4,,
29.6637,4,j3-4,,
29.6637,5,j3-4,,
29.83035,2,,l1,
29.83035,3,,r1,
29.83035,4,,l1,
29.83035,5,,r1,
30.06366,1,j4-3,,
30.26364,2,w4,,
30.26364,3,w4,,
30.26364,4,w4,,
30.26364,5,w4,,
30.63027,1,lp3,,
30.86358,2,j4-2,,
30.86358,3,j4-2,,
30.86358,4,j4-2,,
30.86358,5,j4-2,,
31.09689,2,,l2,
31.09689,3,,r2,
31.09689,4,,l2,
31.09689,5,,r2,
31.530179999999998,2,w2,,
31.530179999999998,3,w2,,
31.530179999999998,4,w2,,
31.530179999999998,5,w2,,
31.730159999999998,1,sj3,,
31.9968,1,sp3-4,,
32.43009,2,2-4,,
32.43009,3,2-4,,
32.43009,4,2-4,,
32.43009,5,2-4,,
32.96337,2,4-2,lw4,
32.96337,3,4-2,rw4,
32.96337,4,4-2,lw4,
32.96337,5,4-2,rw4,
33.463319999999996,2,2-1,,
33.463319999999996,3,2-1,,
