time,lyrics,size
0,,
13.08 ,憧れてた場所を,
18.51 ,ただ遠くから見ていた,
23.89 ,隣に並ぶ みんなは,
28.63 ,まぶしく きらめく ダイヤモンド,
33.68 ,スポットライトに Dive ! ,
35.72 ,私らしさ 光る Voice ! ,
38.41 ,聞いてほしいんだ おっきな夢とメロディ,
44.80 ,さあ クヨクヨに 今 サヨナラ,
52.30 ,Go !  もうくじけない,
57.06 ,もっと光ると誓うよ,
60.09 ,未来にゆびきりして,
63.03 ,Fly !  「今さら」なんてない,
67.838,ずっと Smiling !  Singing !  Dancing ! ,
70.48,All my love ! ,
72.755,,
87.289,憧れじゃ終わらせない,
90.075,一歩 近づくんだ,
92.377,さあ 今,
95.489,Bye !  涙はいらない,
100.201,明日の笑顔 願おう,
103.193,努力にキスをして,
106.233,Hey !  「ありえない」なんてない,
110.986,もっと Dreaming !  Hoping ! ,
113.018,For my future ! ,
114.438,Live !  「おしまい」なんてない,
119.061,ずっと Smiling !  Singing !  Dancing ! ,
121.774,All my love ! ,
124.02,,
