time,lyrics,size
0,,
15.717,さぁはじまるよ　不思議な夜が　今宵の街はカーニバル,
21.6,Hello Hello ハロウィン ! Come Come パーティー ! Tonight,
26.6,,
31.75,みんなして仮装して　ちょっとドキドキしちゃうね,
38.85,魔女に黒猫にミイラ　カボチャのお化けもニヤリ,
46.133,お菓子をくれなきゃイタズラよ？（なんてね）,
49.667,一夜の魔法にかけられて（そう、キミに ! ）,
53.25,盛り上がりはもう最高潮なの,
56.9,恋するランタン　ユラユラ揺れて　キュンってきちゃうファンタジー,
64.317,,
65.783,ほら弾けちゃおう　むずかしいコト抜き ! ,
69.367,ワイワイ賑やかに　キュートにキメて,
72.933,楽しむコトが　そう ! Halloween♥Code,
76.583,ねぇ女の子はいつでも　夢見るのがスキなの　ときめいたら正義,
82.367,Hello Hello ハロウィン ! Come Comeパーティー ! Tonight,
87.688,,
94.45,ほら弾けちゃおう　むずかしいコト抜き ! ,
98.033,ワイワイ賑やかに　キュートにキメて,
101.6,楽しむコトが　そう ! Halloween♥Code,
105.167,ねぇ女の子はいつでも　夢見るのがスキなの　ときめいたら正義,
111.017,Hello Hello ハロウィン ! Come Comeパーティー ! Tonight…,
116.45,,
