time,lyrics,size
0,,
9.267,目の前のあなたはいつでもキラキラして（いつも）,
15.707,木もれびが揺れてるみたいな　笑顔まぶしすぎて（見れない）,
21.953,伝えたいココロを声にはできなくて（うつむいた）,
28.38,臆病に逃げてちゃダメって　ちゃんとわかってるのに,
34.15,思い切って踏み出せば　何かが変わるのかも…,
40.63,自信がなくてちょっぴり　引っ込み思案なこんな私でも,
50.283,届けたいな　届けなくちゃ　今はまだ勇気が　すこし足りない,
57.567,ふるえてるハート　いつか　どうか（きっと　いつの日か）,
62.93,すごく怖い　怖いけれど　息を深く吸って　深呼吸,
70.21,勇気のおまじない　かけて　My Heart Voice for You,
78.557,,
84.883,届けたいな　届けなくちゃ　今はまだ勇気が　すこし足りない,
92.357,ふるえてるハート　いつか　どうか（きっと　いつの日か）,
97.583,すごく怖い　怖いけれど　あなたがここにいる　それだけで,
104.617,希望色の虹が　かかる　My Heart Voice for You,
110.69,目指す理想はまだ遠いけど,
113.533,ちゃんと顔上げ　伝えてみたい　あのね…,
122.94,,
