time,lyrics,size
0.00 ,,
16.990 ,『星夜の招待状（トゥインクル・ナイト・インビテーション）』\n（Hi Hi）（Yeah Yeah）,
20.033 ,かざしたら今宵　ひらくゲート\n（Hi Hi）（Go Go）,
23.817 ,最高のファンタスティック・ライド\n（Fun Fun）（Yeah Yeah）,
26.833 ,夢のような光景　さぁ ! 楽しもう\n（Hi Hi）（Yes! Oh Yeah）,
33.967 ,,
40.800 ,ワクワクする瞬間のきらめきを,
46.417 ,散りばめたみたいだね,
49.973 ,スペシャル仕立てのワンダーランド,
54.263 ,ドキドキって理屈じゃない　わかるでしょ？,
60.083 ,かけがえない気持ちと気持ち,
64.533 ,響演してるスターライト・ショー,
67.900 ,ときめきのPassはきっと　無期限じゃない　だから,
74.850,好きなこと　思いっきり　今の中でやりつくそう,
81.683,ほら一緒に !,
85.000,（３・２・１・Dream!）,
88.313,まわるまわるメリーゴーランド,
91.517,白い木馬　金の馬車,
94.957,魔法の合図で　Party Up! Shiny Up!,
100.033,さぁ飛び乗って\n（Joy! Joy!）,
102.043,めぐりめぐる時間と　,
105.263,光と音と　想い,
108.540,繋いでくメロディが,
112.200,私たちの奇蹟　Starry-Go-Round\n（Hi Hi Hi Hi Hi Twinkle Twinkle イェーイ ! ）,
120.930,,
