time,lyrics,size
0,,
4.4,♥♥♥…,
14.433,,
18.733,ハイ ハイ ハロー 調子はどう？,
22.233,そう今日もきっとファン・ファン・ファン,
25.833,キラキラのキラー・チューン聴いたら,
28.883,ラララララ 街が歌いだすよ,
32.7,赤打つ鼓動のメーター,
34.567,あげるよ虹色フェーダー,
36.35,電波はキャンディ・フレーバー,
38.5,ネバー・セイ・グッバイ,
40.483,いつだってそばにいるから,
43.55,ラララララ ほら旅に出ようぜ,
47.767,街中が七色スピーカー,
51.45,広がるカラフル・サラウンド,
55.1,チューニングして,
56.35,アイヴ・ガッタ・フィーリング,
57.95,ナナナナナ 聴かせてシンガロング・ナウ,
62.367,ユー・アー・リスニング・トゥ・レディオ・ ハッピー,
65.817,いつもそばにいるよ,
69.633,眠い朝も憂鬱な夜も,
72.583,ナナナナナ 聴かせてシンガロング・ナウ,
76.917,歌おうよ 踊ろうよ ステイ・チューンド,
80.45,君にもできるよセイHoo !,
84.16,響きだした最高のミュージック,
87.1,ナナナナナ 聴かせてシンガロング・ナウ,
92.733,,
94.583,大好きな君に届けたいよ,
98.683,,
101.717,大好きな君に届けたいよ !,
107.55,,
