time,lyrics,size
0,,
2.617,まだ知らない世界を探して,
8.017,さあ行こう !　fly to a new world!（Let's Go!）,
13.667,,
24.950,どんな願い事でも（ほら it's a Shiny Day）,
29.350,叶えられる力で　素敵な日にしたいよね,
35.247,溢れ出してくる夢を　一つ一つ掴んだら,
43.7,Feel!　ときめくよ !,
48.167,いろんな表情（ワクワク） 予想さえつかない,
53.65,どんなコトが待ってるのかな（are you ready）,
57.233,新しい明日へスタート !,
61.417,ねえもっともっと出会えるはず　突き抜けて　New World!,
67.479,無限に広がってく世界　瞳をひらいて,
72.44,Go!　終わらない物語の　ヒロインはいつでも,
77.467,きっと輝いてる　ここからみんなで始めよう,
83.65,Wink　またたく宝石たち　それぞれ眩しい笑顔で,
94.489,piece　高まる想いが合図　行こう,
100.359,幸せがあふれるように（Don't worry All right）,
105.767,yeah!,
107.983,High!　憧れていた場所さえ　越えてみせるから,
113.185,ずっとついてきてね　素直な気持ちを伝えるよ,
121.383,,
