id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,192,0,0
2,0,91,0,0,0,0,0
3,2.666667,1,5,5,0,0,0
4,3.333333,1,5,5,0,0,0
5,4,2,5,5,0,0,0
6,5,2,5,5,0,0,0
7,5.333333,1,2,2,0,0,0
8,6,1,2,2,0,0,0
9,6.666667,2,2,2,0,0,0
10,7.666667,2,2,2,0,0,0
11,8,1,4,4,0,0,0
12,8.666667,1,3,3,0,0,0
13,9.166667,1,2,2,0,0,0
14,10.666667,1,5,5,0,0,0
15,11.333333,1,2,2,0,0,0
16,11.833333,1,3,4,0,0,0
17,12.166667,1,3,2,0,0,0
18,12.5,1,3,4,0,0,0
19,13.333333,1,2,2,0,0,0
20,14.666667,1,4,4,0,0,0
21,16,1,2,2,0,0,0
22,16.333333,1,4,4,0,0,0
23,16.666667,1,5,5,0,0,0
24,17.166667,2,1,1,0,0,0
25,18.333333,2,1,1,0,0,0
26,19.666667,1,1,1,0,1,0
27,19.666667,1,4,4,0,1,0
28,21,1,2,2,0,1,0
29,21,1,5,5,0,1,0
30,22.5,2,3,3,0,0,0
31,23.666667,2,3,3,0,0,0
32,24,2,2,1,0,1,0
33,24,2,4,5,0,1,0
34,26.333333,2,2,1,0,1,0
35,26.333333,2,4,5,0,1,0
36,26.666667,1,5,5,0,0,0
37,27,1,4,5,0,0,0
38,27.333333,1,5,5,0,0,0
39,28.166667,1,1,1,0,0,0
40,28.5,1,1,1,0,0,0
41,28.833333,1,1,1,0,0,0
42,29,1,5,5,0,0,0
43,29.333333,1,4,4,0,0,0
44,29.666667,1,5,4,0,0,0
45,30,1,4,4,0,0,0
46,30.5,2,2,2,0,0,0
47,31.666667,2,2,2,0,0,0
48,32,1,5,5,0,0,0
49,32.333333,1,4,5,0,0,0
50,32.666667,1,5,5,0,0,0
51,33.5,1,1,1,0,0,0
52,33.833333,1,1,1,0,0,0
53,34.166667,1,1,1,0,0,0
54,34.333333,1,5,5,0,0,0
55,34.666667,1,4,4,0,0,0
56,35,1,5,4,0,0,0
57,35.333333,1,4,4,0,0,0
58,35.833333,2,2,2,0,0,0
59,36.666667,2,2,2,0,0,0
60,37.333333,2,5,5,0,0,0
61,38.333333,2,5,5,0,0,0
62,38.666667,2,1,1,0,0,0
63,39.666667,2,1,1,0,0,0
64,40,2,4,4,0,0,0
65,41,2,4,4,0,0,0
66,41.333333,2,2,2,0,0,0
67,42.333333,2,2,2,0,0,0
68,42.666667,1,4,4,0,0,0
69,43,1,2,2,0,0,0
70,43.333333,1,4,4,0,0,0
71,43.666667,1,2,2,0,0,0
72,44,1,3,4,0,0,0
73,44.333333,1,3,2,0,0,0
74,44.666667,1,3,4,0,0,0
75,45,1,3,2,0,0,0
76,45.333333,1,5,5,0,0,0
77,45.666667,1,1,1,0,0,0
78,46,1,5,5,0,0,0
79,46.5,2,4,4,0,0,0
80,47.666667,2,4,4,0,0,0
