time,lyrics,size
0,,
2.35 ,ずっとずっと 言いたいことが,
5.08 ,でもでもでもでも 言えない (ドンマイ ! ),
7.81 ,ねぇ おねがい,
9.96 ,とどけ ! この胸のリズム♪ (ハイ ! ハイ ! ),
13.15 ,DOKIDOKI のちに わけわかんない このキモチ,
18.66 ,,
23.81 ,YEAH ! ,
26.32 ,ダメだアタシこんなに カワイクないなんて (シュン ! ),
31.81 ,そうだ手紙書いたらいいじゃん アタシ天才 ! ,
37.07 ,嫌われたらどーしよ (ふぅ…),
39.80 ,文才ないんだもん,
41.99 ,相性占い 200％,
44.49 ,超デコシールをくらえ☆,
47.766,くるくるまわる 色ペン装備 書くぞ書くぞ…,
51.863,うぉーーーーー ! ! ,
54.334,えっとえっと 「まえからずっと、」,
57.04,それからそれから 「すきです☆」 (キャー !  ! ),
59.84,「ねぇ おねがい」,
61.934,最後は つ・・つ・・つ、つ、つ、「つきあって ! 」,
64.622,(ハイ ! ハイ ! ),
65.15,どーしよどーしよ ホントに書いちゃった,
67.736,でもでもでもでも 恥ずい !  (ヤバイ ! ),
70.531,ねぇ おねがい,
72.638,聞いて ! この胸のリズム♪ (ハイ ! ハイ ! ),
75.774,DOKIDOKI のちに わけわかんない このキモチ,
81.302,,
84.719,手のひらの「人」 一気飲みで,
87.223,マジカルパワー全開☆,
90.447,来る来るこっちに 今度こそチャンス 早く早く…,
95.401,あー…,
98.591,バカじゃない一生土下座,
99.825,逆立10 周校庭ダッシュ,
101.228,ちょっと待ってこっち向いて 玉砕パンチ ! ＞＜,
103.748,ホントはホントは 言いたいことが,
106.428,でもでもでもでも …言うの !  (言っちゃえ ! ),
109.276,ねぇ おねがい,
111.291,受け取って て、て、て、手紙 !  (ハイ ! ハイ ! ),
114.487,DOKIDOKI のちに わけわかんない このキモチ,
120.018,,
