0.03333,MOT_mc_bg_black_00,seat100-0,,
1.8331499999999998,1,1-2,,
1.8331499999999998,2,1-2,,
1.8331499999999998,3,1-2,,
1.8331499999999998,4,1-2,,
1.8331499999999998,5,1-2,,
1.8331499999999998,MOT_mc_bg_black_00,b80-65,,
2.03313,MOT_mc_speaker_00,temp1,,
2.63307,1,sj2,,
2.63307,2,sj2,,
2.63307,3,sj2,,
2.63307,4,sj2,,
2.63307,5,sj2,,
2.7997199999999998,MOT_mc_light_up_00,l1,,
2.7997199999999998,MOT_mc_light_under_00,l3,,
2.7997199999999998,MOT_mc_stage_color_00,b-flash,,
3.1330199999999997,1,w2,,
3.1330199999999997,2,w2,,
3.1330199999999997,3,w2,,
3.1330199999999997,4,w2,,
3.1330199999999997,5,w2,,
3.49965,1,2-3,,
4.06626,2,2-3,,
4.06626,3,2-3,,
4.63287,4,2-3,,
4.63287,5,2-3,,
5.4994499999999995,1,j3-4,,
5.4994499999999995,2,j3-4,,
5.4994499999999995,3,j3-4,,
5.4994499999999995,4,j3-4,,
5.4994499999999995,5,j3-4,,
6.09939,1,lp4,,
6.09939,2,lp4,,
6.09939,3,lp4,,
6.09939,4,lp4,,
6.09939,5,lp4,,
7.06596,1,j4-2,,
7.332599999999999,2,j4-2,,
7.532579999999999,3,j4-2,,
7.69923,4,j4-2,,
7.69923,1,w2,,
7.69923,2,w2,,
7.8325499999999995,5,j4-2,,
8.23251,1,lp2,,
8.23251,2,lp2,,
8.23251,3,lp2,,
8.23251,4,lp2,,
8.23251,5,lp2,,
9.73236,1,j2-3,,
9.73236,2,j2-3,,
9.73236,3,j2-3,,
9.73236,4,j2-3,,
9.73236,5,j2-3,,
10.03233,MOT_mc_stage_color_00,b-flash,,
10.03233,MOT_mc_light_center_00,l1,,
10.03233,MOT_mc_light_up_00,l2,,
10.03233,MOT_mc_bg_black_00,b65-45,,
10.36563,1,lp3,,
10.36563,2,lp3,,
10.36563,3,lp3,,
10.36563,4,lp3,,
10.36563,5,lp3,,
11.13222,1,3-4,,f1
11.46552,2,3-4,l1,f1
11.76549,3,3-4,r1,f1
12.032129999999999,4,3-4,l1,f1
12.29877,5,3-4,r1,f1
12.632069999999999,1,lp4,,
12.632069999999999,2,lp4,,
12.632069999999999,3,lp4,,
12.632069999999999,4,lp4,,
12.632069999999999,5,lp4,,
15.365129999999999,1,4-2,,
15.365129999999999,2,4-2,,
15.365129999999999,3,4-2,,
