time,lyrics,size
0,,
1.87 ,ココニアル きっとこの想いが魔法,
7.03 ,希望が未来をひらいてく,
14.10 ,,
26.93 ,転んだ時 そっと呟く,
32.31 ,痛み止めのジュモンがあるの,
37.69 ,“明日はもっと輝いてゆく ! ”それは,
42.26 ,自分励ますエールに変わる,
47.30 ,進んでみよう 磨いてみよう,
52.67 ,ほら、歌・ダンス・この笑顔,
57.89 ,そして心を,
59.10 ,Growing up!,
60.99 ,ココニアル きっとこの気持ちがチカラ,
67.386,だってシンデレラはがんばりや、でしょ？,
71.795,ココニアル ねぇ本当の魔法は,
77.187,胸の真ん中 光っている,
82.653,ココニアル きっとこの絆がタカラ,
88.986,だって最高の味方がいるもん ! ,
93.513,アリガトウ いま本当の魔法を,
98.753,伝えるために 歌うから,
104.299,ここでめぐり逢えた,
106.969,ずっと大好きなキミに,
109.757,ここでめぐり逢えた,
113.588,キミと共に,
118.594,,
