time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Bye,10,All1,Pink01,,,,,,,,,,Uhoi,1,0
6.153846,Uhoi,195,All1,Pink01,,,,,,,,,,Uhoi,98,0
14.769231,Uhoi,60,All1,Pink01,,,,,,,,,,PPPH,98,0
16,Uhoi,60,All1,Pink01,,,,,,,,,,Bye,1,0
25.692308,Uhoi,130,All1,Pink01,,,,,,,,,,Uhoi,65,0
27.076923,Oioi,195,All1,Pink01,,,,,,,,,,Oioi,195,0
45.384615,Oioi,390,All1,Pink01,,,,,,,,,,Oioi,390,0
46.307692,Oioi,60,All1,Pink01,,,,,,,,,,Oioi,20,0
46.615385,Oioi,390,All1,Pink01,,,,,,,,,,Oioi,390,0
47.538462,Oioi,60,All1,Pink01,,,,,,,,,,Oioi,20,0
47.846154,Oioi,390,All1,Pink01,,,,,,,,,,Oioi,390,0
48.769231,Oioi,60,All1,Pink01,,,,,,,,,,Oioi,20,0
49.076923,Oioi,390,All1,Pink01,,,,,,,,,,Oioi,390,0
50,Oioi,60,All1,Pink01,,,,,,,,,,Oioi,20,0
50.307692,Oioi,390,All1,Pink01,,,,,,,,,,Oioi,390,0
51.230769,Oioi,60,All1,Pink01,,,,,,,,,,Oioi,20,0
51.538462,Oioi,390,All1,Pink01,,,,,,,,,,Oioi,390,0
52.461538,Oioi,60,All1,Pink01,,,,,,,,,,Oioi,20,0
52.769231,Oioi,390,All1,Pink01,,,,,,,,,,Oioi,390,0
53.692308,Oioi,60,All1,Pink01,,,,,,,,,,Oioi,20,0
54,Uhoi,130,All1,Pink01,,,,,,,,,,PPPH,65,0
55.076923,Oioi,195,All1,Pink01,,,,,,,,,,Stop,195,0
62.769231,Uhoi,195,All1,Pink01,,,,,,,,,,Uhoi,98,0
67.692308,Uhoi,97,All1,Pink01,,,,,,,,,,Uhoi,49,0
69.230769,Stop,1,All1,Pink01,,,,,,,,,,Stop,1,0
70,Oioi,390,All1,Pink01,,,,,,,,,,Oioi,390,0
77.307692,Oioi,290.5,All1,Pink01,,,,,,,,,,Oioi,290.5,0
79.846154,Oioi,390,All1,Pink01,,,,,,,,,,Oioi,390,0
87.153846,Oioi,290.5,All1,Pink01,,,,,,,,,,Oioi,290.5,0
89.846154,Uhoi,390,All1,Pink01,,,,,,,,,,Uhoi,195,0
94.769231,Bye,720,All1,Pink01,,,,,,,,,,Bye,320,0
104.615385,Uhoi,195,All1,Pink01,,,,,,,,,,Uhoi,98,0
109.384615,Oioi,390,All1,Pink01,,,,,,,,,,Oioi,390,0
111.769231,Oioi,290.5,All1,Pink01,,,,,,,,,,Oioi,290.5,0
114.461538,Uhoi,350,All1,Pink01,,,,,,,,,,Uhoi,175,0
116.923077,Stop,1,All1,Pink01,,,,,,,,,,Oioi,195,0
126.7692308,Bye,720,All1,Pink01,,,,,,,,,,Bye,720,0
