time,lyrics,size
0,,
1.92 ,い、いやだっ ! 私は働かないぞっ ! ,
6.56 ,「働かない全ての者たちに告ぐ ! ,
9.82 ,これは遊びでもライブでもない ! 我々の正義のために ! 」,
17.06 ,（メーデー メーデー メーデー メメメメ メーデー）,
24.28 ,（ＷＥ ＮＥＥＤ メーデー 権利を ! ）,
26.90 ,やりたくない,
27.87 ,何もしたくないナイ,
29.37 ,まだ寝てたっていいじゃないナイナイナイ,
31.81 ,楽がしたい,
32.63 ,眠ってたいタイタイ,
34.33 ,24 時間 年中有休,
37.26 ,「あー、飴なめたい、お家帰りたい。続けるの？コレ。はぁ…。,
41.77 ,だいたい、こんなことしたって何もならなくなくなくなくない権利を ! 」,
48.001,（メーデー メーデー メーデー メメメメ メーデー）,
52.714,（ＷＥ ＮＥＥＤ メーデー 睡眠を ! ）,
55.345,「杏、週休８日を希望しま～す,
59.557,寝て起きて寝る…それが私の生き様だっ !  ! ,
63.338,諸君 ! 我々は選ばれし者であ～る（ﾄﾞﾔｯ★」,
69.834,仕事 電車 通勤 ムリムリ,
72.491,自宅 厳重 警備 フリフリ,
74.938,たまにサボっちゃっても,
77.225,私 責めない （いいぞー ! ）,
79.837,ポテチ ピザ お財布 バリバリ,
82.297,ゲーム マンガ アニメ ペロペロ,
84.737,焼きそば 湯切り失敗,
87.063,燃やすわ激しく,
89.608,明日から本気出すよ,
93.75,「もう帰っていい？」 （えー !  ! ）,
95.515,「ですよねー (ﾟ￢ﾟ*)」,
96.958,働くって素敵 ! ,
98.558,きっと流した汗は美しい ! ,
100.846,たくさんの夢があれば,
102.542,くろうなんて,
103.305,なんのその ! ,
103.839,いも,
104.454,ゴロ寝 マジ寝 うたた寝 ムニャムニャ,
106.914,おこた こたつ おけつ プニプニ,
109.375,寝ぼけ目をこすったら,
111.661,おやつは飴だま ! ,
114.277,働いたら やっぱ負けだよね ふふ,
119.199,（メーデー メーデー メーデー メメメメ メーデー）,
122.578,…という夢を見たんだ,
125.214,,
