0.03333,MOT_mc_bg_black_00,seat100-0,,
2.96637,1,1-2,,
2.96637,2,1-2,,
2.96637,3,1-2,,
2.96637,4,1-2,,
2.96637,5,1-2,,
3.29967,MOT_mc_stage_color_00,r,,
3.29967,MOT_mc_light_under_00,l3,,
3.29967,MOT_mc_speaker_00,temp4,,
3.36633,1,lp2,,
3.36633,2,lp2,,
3.36633,3,lp2,,
3.36633,4,lp2,,
3.36633,5,lp2,,
6.69933,1,2-3,,
6.69933,2,2-3,,
6.69933,3,2-3,,
6.69933,4,2-3,,
6.69933,5,2-3,,
7.06596,1,lp3,,
7.06596,2,lp3,,
7.06596,3,lp3,,
7.06596,4,lp3,,
7.06596,5,lp3,,
10.86558,1,j3-2,,
10.86558,2,j3-2,,
10.86558,3,j3-2,,
10.86558,4,j3-2,,
10.86558,5,j3-2,,
11.23221,1,lp2,,
11.23221,2,lp2,,
11.23221,3,lp2,,
11.23221,4,lp2,,
11.23221,5,lp2,,
14.63187,4,2-4,,
14.63187,2,2-4,,
15.09849,1,2-4,,
15.63177,5,2-4,,
15.63177,3,2-4,,
16.46502,1,j4-3,,
16.46502,2,j4-3,,
16.46502,3,j4-3,,
16.46502,4,j4-3,,
16.46502,5,j4-3,,
17.29827,1,sp3-4,,
17.29827,2,sp3-4,,
17.29827,3,sp3-4,,
17.29827,4,sp3-4,,
17.29827,5,sp3-4,,
18.39816,1,sj3,,
18.39816,2,sj3,,
18.39816,3,sj3,,
18.39816,4,sj3,,
18.39816,5,sj3,,
18.6648,MOT_mc_stage_color_00,r-b,,
18.6648,MOT_mc_light_center_00,l1,,
18.6648,MOT_mc_speaker_00,temp2,,
18.79812,1,w3,,
18.79812,2,w3,,
18.79812,3,w3,,
18.79812,4,w3,,
18.79812,5,w3,,
20.26464,1,sj3,,
20.26464,2,sj3,,
20.26464,3,sj3,,
20.26464,4,sj3,,
20.26464,5,sj3,,
21.13122,1,sj3,,
21.13122,2,sj3,,
21.13122,3,sj3,,
21.13122,4,sj3,,
21.13122,5,sj3,,
21.56451,1,sj3,,
21.56451,2,sj3,,
21.56451,3,sj3,,
21.56451,4,sj3,,
21.56451,5,sj3,,
21.997799999999998,1,j3-2,,
21.997799999999998,2,j3-2,,
21.997799999999998,3,j3-2,,
21.997799999999998,4,j3-2,,
21.997799999999998,5,j3-2,,
22.69773,1,sj2,,
22.69773,2,sj2,,
22.69773,3,sj2,,
22.69773,4,sj2,,
22.69773,5,sj2,,
23.19768,1,sj2,,
23.19768,2,sj2,,
23.19768,3,sj2,,
23.19768,4,sj2,,
23.19768,5,sj2,,
23.630969999999998,1,sj2,,
23.630969999999998,2,sj2,,
23.630969999999998,3,sj2,,
23.630969999999998,4,sj2,,
23.630969999999998,5,sj2,,
24.064259999999997,1,sj2,,
24.064259999999997,2,sj2,,
24.064259999999997,3,sj2,,
24.064259999999997,4,sj2,,
24.064259999999997,5,sj2,,
24.49755,1,,,b-1
24.49755,2,,,b-1
24.49755,3,,,b-1
24.49755,4,,,b-1
24.49755,5,,,b-1
24.864179999999998,1,sp2-3,,
24.864179999999998,2,sp2-3,,
24.864179999999998,3,sp2-3,,
24.864179999999998,4,sp2-3,,
24.864179999999998,5,sp2-3,,
25.864079999999998,1,sj3,,
25.864079999999998,2,sj3,,
25.864079999999998,3,sj3,,
25.864079999999998,4,lp3,,f0
25.864079999999998,5,sj3,,
26.064059999999998,MOT_mc_bg_black_00,b80-65,,
26.064059999999998,MOT_mc_light_up_00,l3,,
26.064059999999998,MOT_mc_speaker_00,temp1,,
26.064059999999998,MOT_mc_stage_color_00,b-y,,
26.39736,1,w3,,
26.39736,2,w3,,
26.39736,3,w3,,
26.39736,4,,,
26.39736,5,w3,,
29.697029999999998,1,,,
29.697029999999998,2,,,
29.697029999999998,3,,,
29.697029999999998,4,3-1,,
29.697029999999998,5,,,
30.096989999999998,1,,,
30.096989999999998,2,,,
30.096989999999998,3,,,
30.096989999999998,4,lp1,,
30.096989999999998,5,,,
33.39666,1,,,
33.39666,2,lp3,,f0
33.39666,3,,,
33.39666,4,w1,,b-1
33.39666,5,,,
36.82965,1,,,
36.82965,2,3-1,,
36.82965,3,,,
36.82965,4,,,
36.82965,5,,,
37.26294,1,,,
37.26294,2,lp1,,
37.26294,3,,,
37.26294,4,,,
37.26294,5,,,
40.86258,1,lp3,,f0
40.86258,2,w1,,b-1
40.86258,3,w3,,
40.86258,4,w1,,
40.86258,5,w3,,
44.6622,1,sj3,,
44.6622,2,,,
44.6622,3,,,
44.6622,4,,,
44.6622,5,,,
45.16215,1,lp3,,
45.16215,2,,,
45.16215,3,,,
45.16215,4,,,
45.16215,5,,,
48.26184,1,3-1,,
48.26184,2,,,
48.26184,3,,,
48.26184,4,,,
48.26184,5,,,
48.6618,1,lp1,,
48.6618,2,,,
48.6618,3,,,
48.6618,4,,,
48.6618,5,,,
50.094989999999996,1,1-2,,
50.39496,1,sj2,,
50.82825,1,sj2,,
51.26154,1,sj2,,
51.761489999999995,1,2-4,,
52.29477,1,lp4,,
53.9946,2,1-3,,
54.46122,3,3-1,,
54.927839999999996,4,1-3,,
55.394459999999995,5,3-1,,
55.861079999999994,1,j4-2,,
55.861079999999994,2,,,
55.861079999999994,3,,,
55.861079999999994,4,,,f0
55.861079999999994,5,,,f0
56.194379999999995,1,,,
56.194379999999995,2,3-2,,f0
56.194379999999995,3,1-2,,f0
56.194379999999995,4,,,
56.194379999999995,5,,,
56.39436,4,1-2,,
56.39436,5,1-2,,
56.82765,1,hj2,,
56.82765,2,hj2,,
56.82765,3,hj2,,
56.82765,4,hj2,,
56.82765,5,hj2,,
57.027629999999995,MOT_mc_stage_color_00,y-flash,,
57.394259999999996,1,w2,,
57.394259999999996,2,w2,,
57.394259999999996,3,w2,,
57.394259999999996,4,w2,,
57.394259999999996,5,w2,,
57.860879999999995,1,,,
57.860879999999995,2,,,
57.860879999999995,3,,,
57.860879999999995,4,lp2,,f1
57.860879999999995,5,,,
57.92754,MOT_mc_bg_black_00,b65-80,,
57.92754,MOT_mc_stage_color_00,y-r,,
57.92754,MOT_mc_light_up_00,l2,,
57.92754,MOT_mc_light_center_00,l3,,
57.92754,MOT_mc_speaker_00,temp3,,
58.294169999999994,1,2-3,,
58.294169999999994,2,2-3,,
58.294169999999994,3,2-3,,
58.294169999999994,5,2-3,,
58.72746,1,sj3,,
58.72746,2,sj3,,
58.72746,3,sj3,,
58.72746,5,sj3,,
59.12742,1,sj3,,
59.12742,2,sj3,,
59.12742,3,sj3,,
59.12742,5,sj3,,
59.69403,1,3-3,,
59.69403,2,3-3,,
59.69403,3,3-3,,
59.69403,5,3-3,,
60.12732,1,w3,,
60.12732,2,w3,,
60.12732,3,w3,,
60.12732,5,w3,,
60.627269999999996,1,sj3,,
60.627269999999996,2,sj3,,
60.627269999999996,3,sj3,,
60.627269999999996,5,sj3,,
61.027229999999996,1,sj3,,
61.027229999999996,2,sj3,,
61.027229999999996,3,sj3,,
61.027229999999996,5,sj3,,
61.493849999999995,1,,,
61.493849999999995,2,,,
61.493849999999995,3,,,
61.493849999999995,4,2-4,,
61.493849999999995,5,,,
61.9938,1,3-4,,
61.9938,2,3-4,,
61.9938,3,3-4,,
61.9938,5,3-4,,
61.9938,4,lp4,,
62.46042,1,sj4,,
62.46042,2,sj4,,
62.46042,3,sj4,,
62.46042,5,sj4,,
62.86038,1,sj4,,
62.86038,2,sj4,,
62.86038,3,sj4,,
62.86038,5,sj4,,
63.39366,1,4-4,,
63.39366,2,4-4,,
63.39366,3,4-4,,
63.39366,5,4-4,,
63.82695,1,w4,,
63.82695,2,w4,,
63.82695,3,w4,,
63.82695,5,w4,,
64.36023,1,sj4,,
64.36023,2,sj4,,
64.36023,3,sj4,,
64.36023,5,sj4,,
64.72686,1,sj4,,
64.72686,2,sj4,,
64.72686,3,sj4,,
64.72686,5,sj4,,
65.19348,1,lp4,,f1
65.19348,2,w4,,
65.19348,3,w4,,
65.19348,4,w4,,b0
65.19348,5,w4,,
65.76008999999999,2,4-3,,
65.76008999999999,3,4-3,,
65.76008999999999,4,4-3,,
65.76008999999999,5,4-3,,
66.22671,2,sj3,,
66.22671,3,sj3,,
66.22671,4,sj3,,
66.22671,5,sj3,,
66.62666999999999,2,sj3,,
66.62666999999999,3,sj3,,
66.62666999999999,4,sj3,,
66.62666999999999,5,sj3,,
67.12662,2,3-3,,
67.12662,3,3-3,,
67.12662,4,3-3,,
67.12662,5,3-3,,
67.55991,2,w3,,
67.55991,3,w3,,
67.55991,4,w3,,
67.55991,5,w3,,
68.12652,2,sj3,,
68.12652,3,sj3,,
68.12652,4,sj3,,
68.12652,5,sj3,,
68.49315,2,sj3,,
68.49315,3,sj3,,
68.49315,4,sj3,,
68.49315,5,sj3,,
68.89311,1,j4-3,,
68.89311,2,,,
68.89311,3,,,
68.89311,4,,,
68.89311,5,,,
69.35973,1,lp3,,
69.35973,2,,,
69.35973,3,,,
69.35973,4,,,
69.35973,5,,,
69.55971,2,3-1,,
69.55971,3,3-1,,
69.55971,4,3-1,,
69.55971,5,3-1,,
70.02633,2,sj1,,
70.02633,3,sj1,,
70.02633,4,sj1,,
70.02633,5,sj1,,
70.42629,2,sj1,,
70.42629,3,sj1,,
70.42629,4,sj1,,
70.42629,5,sj1,,
70.89291,1,3-1,,
71.3262,2,1-1,,
71.3262,3,1-1,,
71.3262,4,1-1,,
71.3262,5,1-1,,
71.82615,1,1-3,,
71.82615,2,sj1,,
71.82615,3,sj1,,
71.82615,4,sj1,,
71.82615,5,sj1,,
72.12612,2,1-2,,
72.12612,3,1-2,,
72.42609,4,1-2,,
72.42609,5,1-2,,
72.75939,1,sp3-4,,
73.02602999999999,2,sp2-3,,
73.02602999999999,3,sp2-3,,
73.02602999999999,4,sp2-3,,
73.02602999999999,5,sp2-3,,
73.39265999999999,1,,,b0
73.75929,1,lp4,,
73.75929,2,hj2,,
73.75929,3,hj2,,
73.75929,4,hj2,,
73.75929,5,hj2,,
74.59254,1,4-3,,f1
74.59254,2,w2,,
74.59254,3,w2,,
74.59254,4,w2,,
74.59254,5,w2,,
74.85918,MOT_mc_light_center_00,stay,,
74.85918,MOT_mc_light_up_00,l1,,
75.42578999999999,1,sj3,,
75.42578999999999,2,,,
75.42578999999999,3,,,
75.42578999999999,4,,,
75.42578999999999,5,,,
75.85907999999999,1,hj3,,
75.85907999999999,2,,,
75.85907999999999,3,,,
75.85907999999999,4,,,
75.85907999999999,5,,,
76.65899999999999,2,2-3,,f1
77.12562,1,w3,,
77.12562,2,w3,,
77.92554,2,sj3,,
78.6588,4,2-3,,f1
79.15875,1,w3,,
79.15875,2,w3,,
79.15875,4,w3,,
80.95857,1,,,
80.95857,2,,,
80.95857,3,2-3,,f1
80.95857,4,,,
80.95857,5,,,
81.45852,1,,,
81.45852,2,,,
81.45852,3,hj3,,
81.45852,4,,,
81.45852,5,,,
82.05846,3,w3,,
82.05846,4,j3-1,,
82.05846,2,j3-1,,
82.05846,1,j3-1,,
82.12512,MOT_mc_stage_color_00,r-b,,
82.29177,5,2-3,,f1
82.6584,4,1-3,,
82.6584,5,hj3,,
82.85838,2,1-3,,
83.02503,1,1-3,,
83.19167999999999,2,sp3-4,,
83.25833999999999,1,sp3-4,,
83.325,3,sp3-4,,
83.39166,4,sp3-4,,
83.42499,5,sp3-4,,
83.55830999999999,1,3-2,,
83.72496,3,3-2,,
83.72496,2,3-2,,
83.85828,4,3-2,,
83.85828,5,3-2,,
83.85828,3,3-2,,f2
83.95827,MOT_mc_bg_black_00,b80-65,,
83.95827,MOT_mc_speaker_00,temp1,,
84.15825,3,lp2,,
84.15825,1,w2,,
84.15825,2,w2,,
84.15825,4,w2,,
84.15825,5,w2,,
84.19158,MOT_mc_stage_color_00,b-flash,,
84.19158,MOT_mc_light_center_00,l2,,
87.12462,1,,,
87.12462,2,,,
87.12462,3,2-3,,
87.12462,4,,,
87.12462,5,,,
87.55790999999999,1,,,
87.55790999999999,2,,,
87.55790999999999,3,lp3,,
87.55790999999999,4,,,
87.55790999999999,5,,,
88.22451,3,3-4,l1,
88.75779,2,,r1,
88.75779,3,lp4,,
89.25774,4,,r1,
89.72435999999999,5,,l1,
90.22431,1,2-1,,
90.3243,2,2-1,,
90.3243,3,4-1,,
90.42429,4,2-1,,
90.42429,5,2-1,,
90.75759,1,w1,,
90.75759,2,w1,,
90.75759,3,lp1,,
90.75759,4,w1,,
90.75759,5,w1,,
91.42419,5,1-4,,f2
91.42419,3,,,b1
91.89081,3,w1,,
92.35743,5,4-2,l2,
92.85737999999999,3,1-2,l2,
92.85737999999999,5,lp2,,
93.324,1,1-2,l1,
93.75729,2,1-2,rb0,
94.19058,4,1-2,rb0,
95.29047,5,2-1,lb1,
95.29047,1,2-1,lb0,
95.29047,2,2-1,r1,
95.29047,4,2-1,r1,
95.29047,3,2-1,lb1,
96.09039,5,lp1,l2,
96.09039,1,w1,l1,
96.09039,2,w1,rb0,
96.09039,4,w1,rb0,
96.09039,3,w1,l2,
96.82365,5,1-3,lb1,
96.82365,1,1-3,lb0,
96.82365,2,1-3,r1,
96.82365,4,1-3,r1,
96.82365,3,1-3,lb1,
97.35692999999999,1,w3,,
97.35692999999999,2,w3,,
97.35692999999999,3,w3,,
97.35692999999999,4,w3,,
97.35692999999999,5,lp3,,
98.02353,5,,l2,
98.02353,1,,l1,
98.02353,2,,rb0,
98.02353,4,,rb0,
98.02353,3,,l2,
98.45682,1,sp3-4,lb0,f2
98.55681,2,sp3-4,,f2
98.55681,3,sp3-4,lb1,f2
98.69013,4,sp3-4,,f2
98.69013,5,sp3-4,lb1,
98.69013,3,,lb0,
98.69013,MOT_mc_bg_black_00,b65-45,,
98.69013,MOT_mc_light_up_00,l2,,
98.69013,MOT_mc_light_center_00,l3,,
98.85678,5,,lb0,
99.05676,1,lp2,,
99.05676,2,lp2,,
99.05676,3,lp2,,
99.05676,4,lp2,,
99.05676,5,lp2,,
102.05646,1,2-1,,
102.05646,2,2-1,,
102.05646,3,2-1,,
102.05646,4,2-1,,
102.05646,5,2-1,,
102.48975,1,lp1,,
102.48975,2,lp1,,
102.48975,3,lp1,,
102.48975,4,lp1,,
102.48975,5,lp1,,
104.12292,1,,l1,
104.12292,2,,l1,
104.12292,3,,l1,
104.12292,4,,l1,
104.12292,5,,l1,
105.6561,1,,lb0,
105.6561,2,,lb0,
105.6561,3,,lb0,
105.6561,4,,lb0,
105.6561,5,,lb0,
106.25604,1,1-2,,
106.25604,2,1-2,,
106.25604,3,1-2,,
106.25604,4,1-2,,
106.25604,5,1-2,,
106.75599,1,lp2,,
106.75599,2,lp2,,
106.75599,3,lp2,,
106.75599,4,lp2,,
106.75599,5,lp2,,
107.28927,1,,,b1
107.28927,2,,,b1
107.28927,3,,,b1
107.28927,4,,,b1
107.28927,5,,,b1
108.28917,1,,,f2
108.28917,2,,,f2
108.28917,3,,,f2
108.28917,4,,,f2
108.28917,5,,,f2
109.22241,1,,,b1
109.22241,2,,,b1
109.22241,3,,,b1
109.22241,4,,,b1
109.22241,5,,,b1
110.08899,1,2-3,,f2
110.08899,2,2-3,,f2
110.08899,3,2-3,,f2
110.08899,4,2-3,,f2
110.08899,5,2-3,,f2
110.62227,1,lp3,,
110.62227,2,lp3,,
110.62227,3,lp3,,
110.62227,4,lp3,,
110.62227,5,lp3,,
110.68893,2,,l1,
110.68893,3,,r1,
110.68893,4,,l1,
110.68893,5,,r1,
111.25554,2,,l2,
111.25554,3,,r2,
111.25554,4,,l2,
111.25554,5,,r2,
111.75549,2,,l3,
111.75549,3,,r3,
111.75549,4,,l3,
111.75549,5,,r3,
112.08878999999999,1,3-4,,
112.08878999999999,2,3-4,,
112.08878999999999,3,3-4,,
112.08878999999999,4,3-4,,
112.08878999999999,5,3-4,,
112.58874,1,lp4,,
112.58874,2,lp4,,
112.58874,3,lp4,,
112.58874,4,lp4,,
112.58874,5,lp4,,
112.62207,2,,lb2,
112.62207,3,,rb2,
112.62207,4,,lb2,
112.62207,5,,rb2,
113.12201999999999,2,,lb1,
113.12201999999999,3,,rb1,
113.12201999999999,4,,lb1,
113.12201999999999,5,,rb1,
113.62196999999999,2,,lb0,
113.62196999999999,3,,rb0,
113.62196999999999,4,,lb0,
113.62196999999999,5,,rb0,
114.02193,1,4-2,,
114.02193,2,4-2,,
114.02193,3,4-2,,
114.02193,4,4-2,,
114.02193,5,4-2,,
114.48854999999999,1,sp2-3,,
114.72185999999999,2,sp2-3,,
114.72185999999999,3,sp2-3,,
115.15514999999999,4,sp2-3,rb0,
115.15514999999999,5,sp2-3,rb0,
115.82175,1,,,
115.82175,2,,,
115.82175,3,,,
115.82175,4,,,
115.82175,5,j2-3,,
116.28837,1,,,
116.28837,2,,,
116.28837,3,,,
116.28837,4,j2-3,,
116.28837,5,w3,,
116.68833,1,,,
116.68833,2,,,
116.68833,3,j2-3,,
116.68833,4,w3,,
116.68833,5,,,
117.05496,1,,,
117.05496,2,j2-3,,
117.05496,3,w3,,
117.05496,4,,,
117.05496,5,,,
117.38825999999999,1,j2-3,,
117.38825999999999,2,,,
117.38825999999999,3,w3,,
117.38825999999999,4,3-4,,
117.38825999999999,5,3-4,,
117.78822,1,w3,,
117.78822,2,j3-4,,
117.78822,3,j3-4,,
117.78822,4,,,
117.78822,5,,,
118.15485,1,,,
118.15485,2,,,
118.15485,3,,,
118.15485,4,,,
118.15485,5,,,
118.55480999999999,1,j3-1,,
118.55480999999999,2,w4,,
118.55480999999999,3,w4,,
118.55480999999999,4,,,
118.55480999999999,5,,,
118.98809999999999,1,,,
118.98809999999999,2,,,
118.98809999999999,3,,,
118.98809999999999,4,,,
118.98809999999999,5,sp3-4,,
119.42138999999999,1,,,
119.42138999999999,2,,,
119.42138999999999,3,sp3-4,,
119.42138999999999,4,,,
119.42138999999999,5,,,
119.62137,1,sp3-4,,
119.62137,2,,,
119.62137,3,,,
119.62137,4,,,
119.62137,5,,,
119.78801999999999,MOT_mc_stage_color_00,b-flash,,
119.82135,1,,,
119.82135,2,sp3-4,,
119.82135,3,,,
119.82135,4,,,
119.82135,5,,,
119.988,1,,,
119.988,2,,,
119.988,3,,,
119.988,4,sp3-4,,
119.988,5,,,
120.15464999999999,1,hj4,,
120.15464999999999,2,,,
120.15464999999999,3,,,
120.15464999999999,4,,,
120.15464999999999,5,,,
120.3213,1,,,
120.3213,2,hj4,,
120.3213,3,hj4,,
120.3213,4,,,
120.3213,5,,,
120.48795,1,,,
120.48795,2,,,
120.48795,3,,,
120.48795,4,hj4,,
120.48795,5,hj4,,
120.58793999999999,MOT_mc_stage_color_00,b-flash,,
120.58793999999999,MOT_mc_bg_black_00,b45-80,,
120.58793999999999,MOT_mc_light_up_00,l1,,
120.58793999999999,MOT_mc_light_center_00,l2,,
121.02122999999999,MOT_mc_speaker_00,stay,,
121.12122,1,w4,,
121.12122,2,w4,,
121.12122,3,w4,,
121.12122,4,w4,,
121.12122,5,w4,,
