time,lyrics,size
0,,
4.433,Happy New Yeah! Happy New Yeah!,
7.317,おめでとう ! 心から祝おう,
11.5,たくさんのいいことが,
14.3,これからもありますように,
19.3679,,
30.9,嬉しいニュース　しゃべってる,
34.767,キミを見れば　嬉しくなれるんだ,
42.033,不幸ばなし　おいといて,
45.883,めでたい日は　おもいきって,
49.917,パーっとパーっと　祝っちゃおう !,
53.1,世界平和　誕生日　彼氏できた記念日,
58.683,どれもみんな　等しく愛しくて　抱きしめたいよ,
65.917,Happy New Yeah! Happy New Yeah!,
68.717,おめでとう ! 心から祝おう,
72.95,たくさんの「はじまり」に花束を贈ろう,
77.95,幸せは世界めぐる　回りものだね,
83.483,笑顔くれたおかえし,
85.9,Say Yeah! キミにおめでとう !,
90.917,,
93.833,Happy New Yeah! Happy New Yeah!,
96.617,おめでとう ! 何度でも祝おう,
100.8,たくさんの「これから」にプレゼント贈ろう,
105.867,幸せは雪だるま　大きくしよう,
111.35,笑顔もっと見せてよ,
113.983,Say Yeah! キミに「おめでとう ! 」,
119.186,,
