time,lyrics,size
0.00 ,,
17.30 ,"YO! SAY,　夏が胸を刺激する",
20.79 ,ナマ足　魅惑のマーメイド,
24.27 ,出すとこ出して　たわわになったら,
27.73 ,宝物の恋は　やれ　爽快っ,
32.97 ,,
38.17 ,ゴマカシきかない　薄着の曲線は,
41.66 ,確信犯の　しなやかな　STYLE!,
45.14 ,耐水性の　気持ちに切り替わる,
48.28 ,瞬間の眩しさは　いかがなもの,
52.10 ,ココロまで脱がされる　熱い風の誘惑に,
58.82 ,負けちゃって構わないから　真夏は　不祥事も　キミ次第で,
67.75 ,妖精たちが　夏を刺激する,
71.21 ,ナマ足　ヘソ出し　マーメイド,
74.69 ,恋にかまけて　お留守になるのも,
78.15 ,シマムラ的にも　オールオッケー !,
81.642,"YO! SAY,　夏を　誰としたくなる？",
85.128,一人寝の夜に　You Can Say Good Bye,
88.615,奥の方まで　乾く間ないほど,
92.078,宝物の恋を　しま鮮花？,
97.299,,
